,NAME,ZIP,TEL,TYPE,GRADE,LON,LAT,ADDRESS,YELP STAR
554,MANHATTAN 3 DECKER RESTAURANT,11222,7183896565,American,,-73.9532416,40.8099485,"695 MANHATTAN AVENUE, New York City",3.5
555,LENNY & JOHN'S PIZZA,11234,7182529710,Italian,A,-73.9345332,40.6201198,"2036 FLATBUSH AVENUE, New York City",5
556,LONGHORN STEAKHOUSE,11373,7183351371,American,,-73.8678231,40.7340908,"9230 59TH AVE, New York City",4.5
557,COLSON PATISSERIE,11215,7189656400,QuickMeal,,-73.9852273,40.7283254,"374 9 STREET, New York City",2.5
558,MK KARAOKE,10001,2125643436,Asian,,-73.9862098,40.7477351,"11 WEST   32 STREET, New York City",1.5
559,HUDSON STATION,10001,2122444406,American,,-73.9954924,40.7536713,"440 9 AVENUE, New York City",4.5
560,THE UP & UP,10012,9177106040,American,,-74.000472,40.7296935,"116 MACDOUGAL ST, New York City",3
561,SPREADS,10016,2127585555,American,A,-73.9830067,40.7443398,"441 PARK AVENUE SOUTH, New York City",3.5
562,S.R. DELI GROCERY,11373,7184768059,Mexcian,A,-73.87392,40.743265,"9114 43 AVENUE, New York City",4
563,Z-TWO DINER & LOUNGE,10309,7183566800,American,,-74.230729,40.527271,"2925 VETERANS ROAD WEST, New York City",4
564,ANI SUSHI,11201,7189231800,Asian,A,-73.9936635,40.6944374,"142 MONTAGUE STREET, New York City",4
565,JO JO PIZZA & BURGERS,10451,7182920601,QuickMeal,,-73.9243007,40.8179302,"231B E 149TH ST, New York City",5
566,Q MARQET,10029,2128311754,American,,-73.9537346,40.7886376,"38 E 98TH ST, New York City",3
567,L'AMICI,11434,7189786300,QuickMeal,,-73.7764224,40.6634487,"16053 ROCKAWAY BOULEVARD, New York City",4
568,MOKBAR,10011,6469645963,Asian,,-74.0060838,40.7425547,"75 9th AVE, New York City",5
569,RED LOBSTER,11239,4072455773,Seafood,,-73.8700453,40.6509162,"455 GATEWAY DR, New York City",4
570,KING WAH RESTAURANT ZHANG,11377,7186518080,Chinese,,-73.8971005,40.7546159,"6911 NORTHERN BLVD, New York City",5
571,ROTI BOTI RESTAURANT,11102,7182787888,Other,A,-73.9262369,40.7718629,"2709 21 STREET, New York City",3.5
572,765 FOOD MARKET,10017,2126976080,QuickMeal,A,-73.9729402,40.7491569,"765 2 AVENUE, New York City",5
573,SPICE,10025,2128644168,Asian,A,-73.964578,40.801536,"975 AMSTERDAM AVE, New York City",5
574,RYUJIN RAMEN,11211,7187099888,Asian,,-73.9820948,40.7144075,"513 GRAND ST, New York City",3
575,SHELLCOVE & CHINGER,11373,7185026668,Asian,A,-73.8800411,40.7408701,"8302 BROADWAY, New York City",3.5
576,DELICIOUS FRUIT,10457,9178193453,QuickMeal,A,-73.90754,40.847254,"1820 GRAND CONCOURSE, New York City",3.5
577,BAY HOUSE BISTRO,10304,7185560480,Asian,,-74.0766016,40.6278912,"574 BAY ST, New York City",4
578,GEORGE'S,10006,2122698026,American,A,-74.0097722,40.7221373,"8789 GREENWICH STREET, New York City",5
579,SHILLA UNION,11354,7184453155,Asian,A,-73.8265948,40.7714651,"2918 UNION STREET, New York City",5
580,NEW MING'S KITCHEN,11373,7183699162,Chinese,,-73.8657003,40.7369468,"5615 JUNCTION BLVD, New York City",1
581,TUSCANY GRILL,11209,7189215633,Italian,B,-73.9906003,40.7286208,"8620 3 AVENUE, New York City",5
582,JUDY'S SPANISH RESTUARANT,10029,2128310193,European,,-73.9500894,40.7866094,"1505 LEXINGTON AVE, New York City",5
583,CHEN YUAN CHINESE FOOD,11221,7189192542,Chinese,A,-73.9106382,40.6941583,"714 KNICKERBOCKER AVENUE, New York City",2.5
584,TORO,10011,2126912360,European,A,-74.0081402,40.7430227,"85 10TH AVE, New York City",4
585,BAGELICIOUS,11375,7184593596,QuickMeal,A,-73.8491481,40.7327145,"6401 108 STREET, New York City",2.5
586,EL CASTILLO RESTAURANT,10459,7184508694,American,A,-73.896539,40.821321,"935 EAST  163 STREET, New York City",1.5
587,FABIANE'S CAFE & PASTRY,11211,7182189632,QuickMeal,A,-73.9589118,40.716538,"142 NORTH    5 STREET, New York City",4
588,TARTINERY,10281,6467558484,European,A,-74.0152654,40.7119835,"225 LIBERTY ST, New York City",5
589,GRAND ARMY BAR,11217,7184227867,Seafood,,-73.986586,40.688159,"336 STATE ST, New York City",3.5
590,MYUNG SAN RESTAURANT,11358,7188881245,Asian,B,-73.8030972,40.7621556,"16221 DEPOT ROAD, New York City",3.5
591,PIG AND KHAO,10002,2129204485,Asian,,-73.9848038,40.7192718,"68 CLINTON STREET, New York City",4
592,DE MARCO COFFEE,10022,2127029136,Dessert,A,-73.9714247,40.7567148,"569 LEXINGTON AVENUE, New York City",2.5
593,"GROVE SMOOTHIE KING, RED MANGO, ILLY",11430,7184255678,Dessert,,-73.7781391,40.6413111,"0 JFK INTERNATIONAL AIRPOR, New York City",4.5
594,PARK AVENUE WINTER,10010,2129517111,American,,-73.9855768,40.7421039,"360 PARK AVENUE SOUTH, New York City",3
595,PINA DULCE RESTAURANT,11219,7184355726,European,,-73.9996782,40.7589089,"914 39TH ST, New York City",5
596,JOEY PEPPERONI,10016,2122135558,QuickMeal,A,-73.9790023,40.7409749,"493 2ND AVE, New York City",4.5
597,VIEW OF THE WORLD TERRACE CLUB,10006,6467463200,American,,-74.013961,40.7098673,"140 WASHINGTON STREET, New York City",4.5
598,GRACE PIZZA,11385,7184176018,Italian,,-73.8808275,40.7021348,"7005 MYRTLE AVENUE, New York City",5
599,FOO ON CHINESE RESTAURANT,11432,7182971287,Chinese,A,-73.778561,40.7135984,"18304 HILLSIDE AVENUE, New York City",4
600,GOOD KITCHEN SEAFOOD RESTAURANT,11354,7188868233,Chinese,,-73.8321798,40.7615159,"13529 37 AVENUE, New York City",5
601,CARLOS AND GABBY'S,11367,7185758226,Other,A,-73.825009,40.7337688,"6711 MAIN STREET, New York City",2
602,LOCAL SHOP,10012,2122532601,American,A,-74.0020555,40.727089,"144 SULLIVAN STREET, New York City",2.5
603,VIVI BUBBLE TEA,10036,2129560288,Dessert,,-73.99235,40.759368,"607 9TH AVE, New York City",3.5
604,WOO CHON RESTAURANT,11355,7184630803,Asian,B,-73.8288337,40.7581016,"4119 KISSENA BOULEVARD, New York City",4
605,SARABETH'S,10019,2128265959,American,A,-73.9756694,40.765125,"40 CENTRAL PARK SOUTH, New York City",3
606,PEKING KITCHEN,10462,7188297464,Chinese,A,-73.8665222,40.8543674,"724 LYDIG AVENUE, New York City",3
607,CHINA ONE RESTAURANT,11220,7189728233,Chinese,,-73.9356831,40.8314596,"4503 8TH AVE, New York City",2
608,MARIO'S,10304,7189791075,American,A,-74.1014386,40.5896637,"1657 RICHMOND RD, New York City",4.5
609,DUFFY'S,10310,7184479276,American,A,-74.1107786,40.6295647,"650 FOREST AVENUE, New York City",3.5
610,LA LIBERTAD RESTAURANT,11417,7183233900,European,A,-73.842465,40.6809129,"9619 LIBERTY AVENUE, New York City",5
611,G'S HOMESTYLE COOKING,11435,7182629320,Mexcian,,-73.8065122,40.6980754,"9508 SUTPHIN BOULEVARD, New York City",2.5
612,THE HARD HATE CAFE,10301,6467736001,Other,,-74.0757709,40.6398308,"90 BAY ST, New York City",2.5
613,MUSTANG THAKALI KITCHEN,11372,7188985088,Asian,,-73.8912298,40.74875,"7414 37 AVENUE, New York City",3.5
614,CORNER BISTRO,10014,2122429502,American,Z,-74.0037823,40.7380122,"331 WEST    4 STREET, New York City",3.5
615,JEREMY'S ALE HOUSE,10038,2129643537,American,,-74.0021069,40.707725,"228 FRONT STREET, New York City",1.5
616,GREEN LAKE,11226,7182840088,Chinese,,-73.9591676,40.6532452,"795 FLATBUSH AVENUE, New York City",2.5
617,THE BISTRO,10018,2129120009,American,A,-73.9925544,40.7544922,"307 W 37TH ST, New York City",4.5
618,CAFE FRESCO,10022,2123555151,American,A,-73.9655126,40.7621449,"205 EAST   60 STREET, New York City",3
619,GEORGE'S RESTAURANT,11206,7183887794,American,,-73.9931034,40.7297744,"733 BROADWAY, New York City",2.5
620,ECUA POLLOS DELI RESTAURANT,11221,7185735276,American,A,-73.926816,40.6977424,"1262 MYRTLE AVENUE, New York City",2.5
621,JIMMY'S CORNER,10036,2122219510,American,,-73.984838,40.756594,"140 WEST   44 STREET, New York City",2.5
622,MIA PIZZA,11105,7187771700,QuickMeal,A,-73.9143902,40.7790622,"2417 DITMARS BOULEVARD, New York City",1.5
623,BOMBAY SANDWICH CO,10001,6467819756,Other,,-73.9904104,40.7449454,"48 W. 27TH STREET, New York City",5
624,LA PARRANDA MEXICANA BAR & RESTAURANT,11214,7182663722,Dessert,,-73.990078,40.5994087,"2366 86 STREET, New York City",3.5
625,TAJADAS BAKERY & RESTAURANT,11421,7188460101,American,,-73.848425,40.694853,"9705 JAMAICA AVENUE, New York City",4
626,VINNY VINCENZ,10003,2126740707,QuickMeal,,-73.9830962,40.7311787,"231 1 AVENUE, New York City",4
627,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,11355,3475423893,American,B,-73.8225849,40.7571866,"4186 BOWNE STREET, New York City",3.5
628,"EMPLOYEE CAFETERIA, SOCIAL SECURITY ADMINISTRATION OFFICE",11432,7185575811,American,A,-73.8009004,40.7026796,"155-10 JAMAICA AVE, New York City",4.5
629,WHITE CASTLE,11373,7184260618,QuickMeal,A,-73.8731593,40.7347721,"8903 57 AVENUE, New York City",3
630,L'ARTUSI,10014,2122555757,American,A,-74.0051219,40.7337258,"228 WEST   10 STREET, New York City",1
631,IL GATTOPARDO,10019,2122460412,Italian,A,-73.9763981,40.7616956,"13-15 WEST 54TH STREET, New York City",4.5
632,RIVERDALE PIE GUYS,10471,7187086128,QuickMeal,,-73.8978702,40.905297,"5784 MOSHOLU AVENUE, New York City",2.5
633,TERRA BLUES,10012,2127777776,American,,-73.9992499,40.7284254,"149 BLEEKER STREET, New York City",4
634,KINGDOM CAFE & RISTORANTE,10312,7189486988,Italian,,-74.1601481,40.5448741,"4350 AMBOY ROAD, New York City",4
635,D'ALESSANDRO'S CORNER GRILL,11361,7182247455,American,,-73.7711483,40.7644551,"3935 BELL BOULEVARD, New York City",4.5
636,FRANCO'S,10451,3475771466,QuickMeal,,-73.921482,40.817328,"295 EAST  149 STREET, New York City",5
637,WASABI POINT,11373,7182051056,Asian,A,-73.8881615,40.743306,"7618 WOODSIDE AVENUE, New York City",4
638,QUEENS COFFEE SHOP,11368,7184293552,American,,-73.8559465,40.7513484,"10880 ROOSEVELT AVENUE, New York City",2.5
639,TEXAS CHICKEN & BURGERS,11004,7187495118,Chinese,A,-73.7121228,40.7366982,"25521 HILLSIDE AVE, New York City",5
640,ROSE BAKERY,10016,6468377754,European,B,-73.9817188,40.7440962,"160 LEXINGTON AVE, New York City",3.5
641,THAI SON,10013,2127322822,Asian,A,-73.9995252,40.7167776,"89 BAXTER STREET, New York City",2.5
642,DALLAS BBQ,11374,7185929000,Other,A,-73.8635717,40.7333304,"6135 JUNCTION BOULEVARD, New York City",4
643,RUSTIC TABLE,10036,2122440744,European,A,-73.995872,40.759451,"500 W 42ND ST, New York City",4
644,SAHARA GRILL,11420,9294993526,Other,B,-73.8185309,40.675834,"11916 ROCKAWAY BLVD, New York City",3.5
645,SILVER STAR RESTAURANT,10065,2122494250,American,,-73.9615571,40.7640017,"1236 2 AVENUE, New York City",2
646,EAST MEETS WEST,11694,7184745999,Chinese,,-73.8496301,40.5783663,"421 BEACH  129 STREET, New York City",4
647,GENNARO RESTAURANT,10025,2126655348,Italian,,-73.9717285,40.7917717,"665 AMSTERDAM AVENUE, New York City",4
648,MORGAN STANLEY EMPLOYEE CAFETERIA,10004,2122760256,American,A,-74.0118801,40.7020841,"1 NEW YORK PLAZA, New York City",4
649,KOA RESTAURANT,10010,2123885736,Asian,,-73.9916518,40.7405173,"12 W 21ST ST, New York City",3.5
650,TROPICAL ISLE CARRIBEAN RESTAURANT,11419,7188484753,Mexcian,A,-73.8244341,40.6863516,"118-19 LIBERTY AVENUE, New York City",4.5
651,QUALITY MEATS,10019,2123717777,American,,-73.9761967,40.7649625,"57 WEST   58 STREET, New York City",4
652,GOOD ENOUGH TO EAT (A.G. BISTRO),10024,2125793194,American,,-73.9727735,40.7859871,"520 COLUMBUS AVENUE, New York City",2.5
653,ROYAL BAKERY & ROTI SHOP,11216,7186040200,Mexcian,A,-73.9500255,40.6774284,"618 NOSTRAND AVENUE, New York City",3.5
654,MESS HALL,10026,6466923098,American,A,-73.9539875,40.8058563,"2194 FRDRCK DGLS BLVD, New York City",2.5
655,NUEVA AMBATENITA LA ESQUINA DEL SABOR,11368,7184782215,American,,-73.8590417,40.7507633,"3924 108 STREET, New York City",3.5
656,LINCOLN PARK BAR & GRILL,10019,2129742826,American,,-73.9865168,40.7675726,"867 9 AVENUE, New York City",5
657,8 PAET RIO,11373,9178326672,Asian,A,-73.8837041,40.7431242,"8110 BROADWAY, New York City",1.5
658,BLACK TAP,10013,9176393089,American,A,-74.0043125,40.7238189,"529 BROOME ST, New York City",3.5
659,DELTA SKY CLUB,11430,7187042350,American,,-73.7781391,40.6413111,"4 JKF INTL AIRPORT, New York City",5
660,EL PATIO,11432,7185584441,European,A,-73.7803725,40.7087034,"18005 JAMAICA AVENUE, New York City",4
661,CROCUS,11216,7186222426,Dessert,,-73.9447686,40.6864734,"328 TOMPKINS AVE, New York City",5
662,INSOMNIA COOKIES,10016,2153831320,QuickMeal,,-73.9789487,40.7450181,"482 3 AVENUE, New York City",3.5
663,ONOMEA,11211,3478449559,Other,A,-73.9562856,40.7139315,"84 HAVEMEYER STREET, New York City",5
664,CORATO I PIZZA & RESTAURANT,11385,7184976177,Italian,,-73.8969097,40.7058161,"6694 FRESH POND ROAD, New York City",3.5
665,LUCKY DRAGON BAKERY,11220,7188513688,QuickMeal,B,-73.9361877,40.8305223,"5214 8 AVENUE, New York City",1.5
666,FOREST HILLS BAGELS,11375,7182635858,American,,-73.8378659,40.7189556,"11210 QUEENS BOULEVARD, New York City",4
667,THE BOWERY BALLROOM,10002,2125332111,American,,-73.9933374,40.7204379,"6 DELANCEY STREET, New York City",4
668,3 WAY RESTAURANT,10458,7182959595,American,B,-73.8935665,40.8598975,"384 EAST  188 STREET, New York City",3.5
669,MESA AZTECA,11237,3473782838,Mexcian,,-73.9201247,40.7051223,"91 WYCKOFF AVENUE, New York City",2
670,MODERN GOURMET,10003,2126770047,American,,-73.9916175,40.732147,"793 BROADWAY, New York City",5
671,MIDDLE BRANCH,10016,2122131350,American,,-73.9794616,40.7452845,"154 EAST   33 STREET, New York City",2
672,MANITOBA'S,10009,2129822511,American,A,-73.9812246,40.7246678,"99 AVENUE B, New York City",3.5
673,"ORGANIC FOOD, NATURAL JUICES AND COFFEE SHOP",11368,9174201425,European,,-73.8680868,40.7493107,"9706 ROOSEVELT AVE, New York City",5
674,ASIAN GOURMET,10029,2128603399,Asian,,-73.9500062,40.7867285,"1509 LEXINGTON AVENUE, New York City",4
675,HARLEM BURGER CO.,10026,9177141411,American,,-73.954103,40.8057419,"2190 FREDERICK DOUGLASS BLVD, New York City",4
676,LA DULCE BAKERY,11377,7182055399,American,,-73.8976928,40.7460338,"6710 ROOSEVELT AVENUE, New York City",3.5
677,NINO'S RESTAURANT,10021,2129880002,Italian,A,-73.9553309,40.7681212,"1354 1 AVENUE, New York City",4
678,YOPPARAI,10002,2127777253,Asian,Z,-73.985732,40.719125,"151 RIVINGTON STREET, New York City",2.5
679,TEA SHOP 168 & BAKERY,11355,7184600689,Chinese,B,-73.8259178,40.7433073,"5920 MAIN STREET, New York City",3.5
680,THE SPOT CAFE,11385,3479874411,Dessert,,-73.8969792,40.7072772,"6105 MADISON ST, New York City",3.5
681,ARUNEE THAI,11372,7182055559,Asian,A,-73.8873596,40.7494363,"7823 37TH AVE, New York City",3
682,CHASE TASTE BUFFET,11435,7185588666,Chinese,,-73.804928,40.70221,"14921 JAMAICA AVE, New York City",3.5
683,SUSHI SUSHI,10027,2128667876,Asian,,-73.9594816,40.8152394,"54 TIEMANN PLACE, New York City",2.5
684,Pizza Guys,11233,3474250685,QuickMeal,Z,-73.9202983,40.6853835,"93 HOWARD AVE, New York City",5
685,ZEN 6,10003,2125336855,Asian,,-73.9882073,40.7290672,"31 SAINT MARK'S PLACE, New York City",3
686,FORT HAMILTON DINER,11209,7182385151,American,,-74.0314395,40.6160142,"9502 FOURTH AVENUE, New York City",3.5
687,PUFFY'S TAVERN,10013,2122273912,American,A,-74.0090849,40.7185523,"81 HUDSON STREET, New York City",4.5
688,VON,10012,2124733039,American,A,-73.99259,40.725475,"3 BLEECKER STREET, New York City",3.5
689,LA BOINA ROJA STEAK HOUSE,11372,7184246711,American,,-73.8854891,40.7495032,"8022 37 AVENUE, New York City",2.5
690,RIVER JAPANESE CUISINE,11364,7187477390,Asian,B,-73.7564358,40.7479927,"6144 SPRINGFIELD BOULEVARD, New York City",4
691,NATIONAL BAKERY,10467,7186533870,QuickMeal,,-73.864681,40.865699,"767 ALLERTON AVENUE, New York City",3
692,DAIRY QUEEN GRILL & CHILL,10301,7184476035,American,,-74.0725262,40.644212,"10 FERRY TERMINAL DR, New York City",4.5
693,PALM COURT,10019,2127593000,American,,-73.9743547,40.7646095,"768 FIFTH AVE, New York City",2
694,BARAWINE,10027,6467564154,European,,-73.9473059,40.8043657,"27 W 120TH ST, New York City",3.5
695,CAPRI II PIZZA,10475,7186713822,QuickMeal,,-73.8280644,40.877569,"149 DREISER LOOP, New York City",2.5
696,ISLAND PRIDE RESTAURANT,11203,7183451034,Mexcian,,-73.926363,40.652628,"5403 CHURCH AVENUE, New York City",5
697,MORNINGSTAR RESTAURANT,10022,2125881050,American,A,-73.9686148,40.7552279,"949 2 AVENUE, New York City",4
698,NEW THRIVING RESTAURANT,11419,7188358888,Chinese,,-73.822726,40.686518,"12012 LIBERTY AVENUE, New York City",3.5
699,GYRO EXPRESS,11370,7182781230,European,A,-73.9909175,40.6082291,"7706 21ST AVE, New York City",3.5
700,ELENA'S RESTUARANT,10453,9177377100,Mexcian,A,-73.9096211,40.8521139,"5 WEST TREMONT AVENUE, New York City",1.5
701,FAIRFIELD INN & SUITES,11101,7188416355,Other,A,-73.9353779,40.7521849,"2927 40 ROAD, New York City",5
702,FRESCO ON THE GO,10022,2127542700,American,,-73.9740984,40.7586002,"40 EAST   52 STREET, New York City",3
703,MA DUKES,10030,2122348403,Other,A,-73.947093,40.8152647,"2492 FREDERICK DOUGLASS BLVD, New York City",5
704,HOTEL TORTUGA,10003,2122281884,Mexcian,A,-73.9854606,40.7322869,"246 EAST   14 STREET, New York City",3
705,VENICE PIZZA,10462,7188285664,QuickMeal,,-73.8574277,40.8366717,"1539 UNIONPORT ROAD, New York City",1.5
706,KANAN INDIAN RESTAURANT,11215,7183693777,Asian,B,-73.9793236,40.7440798,"452 3RD AVE, New York City",4
707,HANA SUSHI,11209,7182384513,Asian,,-73.9459503,40.7754426,"524 86TH ST, New York City",5
708,APERION PRODUCTION,11205,3475855596,Other,,-73.9597039,40.6977148,"777 KENT AVENUE, New York City",2
709,RESTAURANT TATIANA,11235,7188915151,Other,B,-73.9615078,40.5754377,"3152 BRIGHTON 6TH ST, New York City",3
710,ANNADALE TERRACE,10312,7189840700,American,,-74.1772319,40.5422472,"801 ANNADALE RD, New York City",3
711,RICHIE RICH CAIBBEAN AND AMERICAN CUISINE,10467,3473415551,Mexcian,A,-73.8644307,40.8716122,"769 BURKE AVENUE, New York City",4.5
712,VAPOR LOUNGE AND RESTAURANT,10033,6469227095,American,,-73.937877,40.846991,"4160 BROADWAY, New York City",4
713,CAFE BOULUD/BAR PLEIADES,10021,2127722600,European,A,-73.9639685,40.7742859,"20 EAST   76 STREET, New York City",4
714,DELIS 48,10036,2127689600,American,,-73.9803734,40.7580048,"48 W 48 STREET, New York City",3.5
715,CREATIVE EDGE CATERERS,10014,2127413000,American,,-74.008558,40.732037,"110 BARROW STREET, New York City",2.5
716,LILI'S 57,10019,2125865333,Chinese,,-73.9805678,40.7654547,"200 WEST   57 STREET, New York City",3.5
717,STAR LITE DELI,10036,2128401859,QuickMeal,,-73.98695,40.7575534,"212 WEST   44 STREET, New York City",2.5
718,THE BOILER ROOM,10003,2122547536,American,B,-73.9892331,40.7259477,"86 EAST    4 STREET, New York City",1.5
719,GREEN FIG BAKERY CAFFE,11232,7183698937,Dessert,A,-73.9977573,40.7556832,"462 36 STREET, New York City",5
720,33 Gourmet,10001,2129041351,QuickMeal,B,-73.9905133,40.7503215,"157 WEST   33 STREET, New York City",5
721,EPICE CAFE,10001,2122434673,American,A,-73.9936251,40.7463269,"297 7TH AVE, New York City",3.5
722,NOT GUILTY DELICATESSEN,10301,7184485143,QuickMeal,,-74.0773161,40.6420199,"19 HYATT ST, New York City",3
723,MURALS ON 54/RANDOLPHS'S,10019,2122477000,American,C,-73.9782725,40.7624022,"65 WEST   54 STREET, New York City",3
724,TACOS MATAMOROS RESTAURANT,11220,7188717627,Mexcian,,-73.9635974,40.7771822,"4508 5 AVENUE, New York City",2.5
725,LOS FELIZ,10002,2122288383,Mexcian,A,-73.9889627,40.7194163,"109 LUDLOW STREET, New York City",4.5
726,ROSARINA BAKERY,10463,6464499278,QuickMeal,,-73.9095787,40.8750751,"5219 BROADWAY, New York City",5
727,SARAH'S ARTISANAL KITCHEN,10016,2127791050,American,,-73.9808355,40.7513905,"270 MADISON AVE, New York City",5
728,PIZZA DADDY,11204,7182597300,Italian,,-73.9815102,40.6141335,"6422 BAY PARKWAY, New York City",3.5
729,BLACK CRESCENT,10002,2124771771,Seafood,,-73.985024,40.7188944,"76 CLINTON ST, New York City",3
730,SUSHI SEKI,10011,2122555988,Asian,A,-73.9964179,40.7441081,"208 W 23RD ST, New York City",1
731,ANTHONY'S PIZZA,10462,7187926020,QuickMeal,,-73.8663185,40.8449485,"686 MORRIS PARK AVE, New York City",4.5
732,8 ST GARDEN,11220,7184359692,Chinese,,-73.9356831,40.8314596,"5805 8TH AVE, New York City",4
733,EL REENCUENTRO BAR RESTAURANT,11372,7185051227,European,,-73.9721545,40.7939374,"3559 95TH ST, New York City",5
734,AMY RUTH'S RESTAURANT,10026,2122808779,Other,,-73.950318,40.8025045,"113 WEST  116 STREET, New York City",3.5
735,WEBSTER CAFE,10458,7187339634,American,,-73.8838988,40.8673384,"2873 WEBSTER AVENUE, New York City",3
736,TINA'S RESTAURANT,10019,2123154313,American,A,-73.9757143,40.7630334,"23 WEST 56 STREET, New York City",3
737,CRBEAN COFFEE,10304,5149289531,Dessert,Not Yet Graded,-73.97609,40.7555722,"135 VANDERBILT AVE, New York City",3.5
738,METROPOLITAN CLUB,10022,2128387400,American,,-73.971905,40.764873,"1 EAST   60 STREET, New York City",3.5
739,WOK 88,10128,2128288688,Chinese,,-73.9531586,40.7803952,"1570 3 AVENUE, New York City",1
740,TARBOOSH CAFE,11209,7186446698,Asian,,-73.9728946,40.7644711,"7222 5 AVENUE, New York City",4.5
741,ARTURO'S PIZZA,10028,2122882430,QuickMeal,,-73.9472849,40.775231,"1610 YORK AVE, New York City",5
742,GINGERS (DOUBLE TREE HOTEL),10036,2127191600,American,,-73.9845637,40.7589488,"1568 BROADWAY, New York City",4
743,JUNIPER,11211,7187828777,American,B,-73.9590324,40.7188999,"112 BERRY STREET, New York City",2.5
744,IHOP,11206,7184081368,QuickMeal,A,-73.9414363,40.7009849,"785 FLUSHING AVENUE, New York City",3.5
745,TERIYAKI BURRITO HOUSE,11201,9174000800,Asian,A,-73.9790429,40.6897106,"96 DEKALB AVE, New York City",1
746,Y & Y BAKERY,11219,7183313292,QuickMeal,,-73.998537,40.625774,"6306 14 AVENUE, New York City",3.5
747,AIRE ANCIENT BATHS,10013,2122743777,Dessert,,-74.0047812,40.7182375,"88 FRANKLIN ST, New York City",5
748,AOA BAR & GRILL,10013,2129251600,American,,-73.9896727,40.7016239,"6 YORK STREET, New York City",2.5
749,PARK CAFE,10019,2123154567,American,,-73.9807358,40.7645778,"861 7 AVENUE, New York City",4
750,KROLEWSKIE JADLO,11222,7183838993,European,,-73.9537213,40.8092891,"694 MANHATTAN AVENUE, New York City",3
751,HASAKI RESTAURANT,10003,2124733327,Asian,A,-73.9888263,40.7296772,"210 EAST 9 TH STREET, New York City",4
752,SUSHI HANA,10002,2123889688,Asian,,-73.987947,40.719773,"111 RIVINGTON STREET, New York City",4
753,SUSANO'S PIZZERIA & RESTAURANT,11385,7183811717,QuickMeal,A,-73.9080144,40.7032144,"679 SENECA AVENUE, New York City",2.5
754,LA NUEVA VICTORIA RESTAURANT,10025,2128651810,Chinese,A,-73.971952,40.79371,"2536 BROADWAY, New York City",3
755,BALKH SHISH KABAB HOUSE,11105,7187215020,Other,,-73.9133496,40.7742415,"2310 31ST ST, New York City",2.5
756,JOE JR. RESTAURANT,10003,2124735150,American,A,-73.985873,40.734631,"167 3RD AVE, New York City",2
757,LA ABUNDANCIA,11368,7182057923,European,A,-73.8705844,40.7514968,"3701 JUNCTION BOULEVARD, New York City",3
758,JP STREET,10003,2123889881,Asian,,-73.993969,40.7310349,"52 E 8TH ST, New York City",4
759,MANDARIN HOUSE I,10466,7186522770,Chinese,,-73.8472371,40.8879388,"4129 LACONIA AVENUE, New York City",5
760,EL MEKKAH BAR & GRILL,11237,9175183475,American,,-73.9133683,40.7010127,"277 WYCKOFF AVE, New York City",2.5
761,SUMO TERIYAKI,11211,7187828400,Asian,,-73.9571421,40.7119666,"139 HAVEMEYER ST, New York City",4.5
762,SAM'S PIZZA,10463,7185489070,QuickMeal,A,-73.9060626,40.8793838,"232 WEST  231 STREET, New York City",4.5
763,CAFE B'WAY 46,10036,2129381333,American,B,-73.9842179,40.7579608,"146 W 46TH ST, New York City",4.5
764,SNOWDONIA PUB,11106,3477305783,Other,A,-73.927405,40.7578909,"3455 32ND STREET, New York City",4.5
765,THAI POT,11375,7188973898,Asian,B,-73.8497475,40.7248768,"10307 QUEENS BLVD, New York City",4
766,TEDDY'S CAFE,10473,7182397050,American,,-73.8432085,40.8243588,"805 ZEREGA AVENUE, New York City",4
767,SANDWEDGE GRILLE,10467,7186559164,American,A,-73.8805095,40.883669,"3751 JEROME AVE, New York City",2.5
768,CRANBERRY CAFE,10036,2127309495,American,,-73.9833587,40.7572692,"115 WEST   45 STREET, New York City",3.5
769,MR. COCO,11358,7184454600,Asian,A,-73.804297,40.755861,"4515 162 STREET, New York City",1.5
770,BIG ALS CHICAGO PIZZA,10006,2129643269,QuickMeal,A,-74.0118083,40.7089543,"9 THAMES STREET, New York City",2.5
771,VEGGIES,11225,3475338262,Dessert,A,-73.9514452,40.6644382,"994 NOSTRAND AVE, New York City",3
772,MERCI MARKET,10036,2125609300,QuickMeal,,-73.9922148,40.7579169,"350 WEST   42 STREET, New York City",2.5
773,L'ENCANTO D'LOLA,10026,2122226969,Mexcian,,-73.9512414,40.8000242,"57 LENOX AVENUE, New York City",5
774,JAKE'S SALOON,10011,2123665110,American,,-74.0013962,40.7459334,"202 9 AVENUE, New York City",4.5
775,PATSY'S PIZZERIA,10017,2128789600,Italian,A,-73.972106,40.7504194,"801 2 AVENUE, New York City",4.5
776,KAM TUNG RESTAURANT,11694,7189454400,Chinese,A,-73.8381552,40.580984,"261 BEACH  116 STREET, New York City",4
777,STARBUCKS COFFEE,10065,2127724281,Dessert,,-73.9650501,40.7686084,"695 PARK AVENUE, New York City",4
778,ARTURO'S,10028,2125354480,Italian,,-73.947847,40.775478,"1617 YORK AVENUE, New York City",5
779,MAPO TOFU,10016,2128678118,Chinese,,-73.977521,40.7498282,"338 LEXINGTON AVENUE, New York City",3.5
