NAME,TEL,URL,ADDRESS,ZIP,LAT,LON
Swiss Institute,(212) 925-2035,http://www.swissinstitute.net/,495 Broadway,10012,40.72224748,-74.00006289
Taglialatella Dominic J,(212) 367-0881,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489CDBF0-3048-28EB-923E29A3CAFD93E0,511 West 25th Street,10001,40.7495251,-74.00394584
Takako Tsuji Gallery,(212) 231-1778,http://trustedplaces.com/review/us/ny/new-york/cultural/1415l81/takako-tsuji-gallery,41 E 57th St,10022,40.76221205,-73.97173794
Talwar Gallery,(212) 673-3096,http://www.talwargallery.com/,108 E 16th St,10003,40.73545815,-73.98882749
Tambaran Gallery,(212) 570-0655,http://www.tambaran.com/,5 E 82nd St,10028,40.77879669,-73.96139899
Tang Sarina,(212) 517-7401,http://www.merchantcircle.com/business/Tang.Sarina.212-517-7401,3 E 76th St,10021,40.77499081,-73.96443414
Tanya Bonakdar Galery,(646) 638-9471,http://www.livevillage.com/newyork/art/tanya-bonakdar-galery.html,521 W 21st St,10011,40.74717188,-74.00619628
Tate,(212) 242-9888,http://www.yelp.com/biz/tate-new-york,413 W 14th St,10014,40.74160877,-74.00618826
Tatistcheff Gallery Inc,(212) 664-0907,http://www.artinfo.com/galleryguide/13109/1619/tatistcheff-gallery-new-york/visit/,529 West 20th Street,10011,40.74659365,-74.00694992
Team Gallery,(212) 279-9219,http://www.teamgal.com/,527 W. 26th St.,10001,40.75021954,-74.0039373
Teller Susan Gallery,(212) 941-7335,http://www.susantellergallery.com/,568 Broadway,10012,40.72429066,-73.99746436
Tenri Cultural Institute,(212) 645-2800,http://www.tenri.org/,43A W. 13th St.,10011,40.73640267,-73.99609362
Thaw E V & Co,(212) 535-6333,http://www.artinfo.com/galleryguide/12003/489/ev-thaw--co-inc/visit/,726 Park Ave,10021,40.77042623,-73.96487148
The Affordable Art Fair Llc,(212) 255-2003,http://www.nyc.com/arts__attractions/the_affordable_art_fair_llc.1679/editorial_review.aspx,216 W 18th St,10011,40.74128145,-73.99907019
The Axa Gallery,(212) 554-4818,http://axagallery.com/index.html,787 7th Ave,10019,40.76169418,-73.9817828
The Bohen Foundation,(212) 414-4575,http://ny.citysquares.com/manhattan/meatpacking-district/arts-entertainment/artists-art-dealers/the-bohen-foundation,415 W 13th St,10014,40.74080796,-74.00650281
The Chinese Art Gallery,(212) 759-1153,http://www.411.info/business/New-York/New-York/The-Chinese-Art-Gallery-Ltd/8957246-13714534.html,1050 2nd Ave,10022,40.75795522,-73.96565695
The Dollhaus Art Gallery,(718) 486-0330,http://www.dollhaus.org/press/NYPress.htm,37 Broadway,11211,40.71090184,-73.96728726
The Gallery 172,(718) 861-3571,http://www.elfwood.com,1620 E 172nd St,10472,40.8315804,-73.8749194
The Old Print Shop Inc,(212) 683-3950,http://www.oldprintshop.com/cgi-bin/gallery.pl?action=exhibits&exhibit_id=53,150 Lexington Ave,10016,40.74374126,-73.98210768
The Phatory Llc,(212) 777-7922,http://www.thephatory.com/,618 E 9th St,10009,40.72572166,-73.97947469
The Q Department,(212) 219-3304,http://www.qdepartment.com/commercial.php,28 Howard St,10013,40.71966311,-74.00036768
The Scene Gallery,(212) 674-0508,http://newyork.citysearch.com/profile/11583862/new_york_ny/the_scene_gallery.html,42 Rivington St,10002,40.72106206,-73.99097517
Thicket,(212) 343-2849,http://outside.in/tribeca-manhattan-ny/thicket,10 Leonard St,10013,40.71858122,-74.00824905
Think Art Gallery,(212) 695-2006,http://www.nyc.com/arts__attractions/think_art_gallery.1775/editorial_review.aspx,336 W 37th St,10018,40.75466722,-73.99403189
Thomas & Hirsch,(212) 625-2011,http://www.nyc.com/arts__attractions/thomas__hirsch.597/map_location.aspx,375 W Broadway,10012,40.72343124,-74.0022847
Thomas Erben Gallery,(212) 645-8701,http://www.thomaserben.com/index.php,526 W 26th St,10001,40.74989644,-74.00429401
Thomson C Art,(212) 249-0242,http://local.botw.org/New_York/New_York/Thompson_C_Art/141792657.html,19 E 75th St,10021,40.77400673,-73.9643099
Three East Third St Corp,(212) 533-7749,http://ny.citysquares.com/manhattan/east-village/arts-entertainment/artists-art-dealers/three-east-third-st-corp,3 E 3rd St,10003,40.72631717,-73.99127036
Throckmorton Fine Arts,(212) 223-1059,http://www.throckmorton-nyc.com/,145 E. 57th St.,10022,40.76094893,-73.9684469
Tilton Jack Gallery,(212) 941-1775,http://www.artseensoho.com/Art/TILTON/tilton.html,47 Greene St,10013,40.72225087,-74.00200058
Time Is Always Now,(212) 343-2211,http://www.yelp.com/biz/time-is-always-now-peter-beard-carnets-africans-new-york,476 Broome St.,10013,40.72303601,-74.00165246
Tk Oriental Antiques,(212) 980-6416,http://newyork.maplist.org/viewthread.php?tid=412663,41 E 57th St,10022,40.76234556,-73.97182904
Tobey Fine Art,(212) 431-7878,http://www.artnet.com/gallery/140739/tobey-fine-arts.html,580 Broadway,10012,40.72443535,-73.99703668
Ton Ying & Co,(212) 751-0134,http://www.hatii.arts.gla.ac.uk/admn/php/carp/essay1.php?enum=1096638570,1050 2nd Ave,10022,40.75808113,-73.96571788
Tonal Motion Inc,(212) 719-4393,http://tonalmotion.org/main.html,1026 Avenue of the Americas,10018,40.75245457,-73.98546139
Tonkonow Leslie,(212) 255-8450,http://www.villagevoice.com/locations/leslie-tonkonow-artworks-projects-145055/,535 W 22nd St,10011,40.74795822,-74.00615109
Tower Art Gallery,(212) 571-0100,http://www.nelso.com/us/place/50980/,7 Maiden Ln,10038,40.70983828,-74.00950849
Traditional Art Gallery Inc,(212) 593-0350,http://www.getfave.com/locations/844915-traditional-art-gallery-inc,1050 2nd Ave,10022,40.75803479,-73.96585513
Triangle Editions,(212) 355-3754,http://www.getfave.com/locations/915361-triangle-editions,111 E 62nd St,10021,40.76471075,-73.96777316
Tribes Gallery,(212) 674-8262,http://www.tribes.org/web/,285 E. Third St.,10009,40.72155551,-73.97988408
Triple Candie,(212) 865-0783,http://artcritical.com/fyfe/JFNoland.htm,461 W 126th St,10027,40.81374658,-73.95506322
Triton Collection the,(212) 594-9590,http://www.tritonjewelry.com/home.php,224 12th Ave,10001,40.75257912,-74.00704894
Troubetzkoy Paintings,(212) 473-4047,http://www.troubetzkoypaintings.com/,366 E 8th St,10009,40.72422992,-73.97777959
Tunick David,(212) 570-0090,http://www.ifpda.org/content/node/2617,19 East 66th Street,10065,40.76833078,-73.96849023
Turkana Gallery,(212) 732-0273,http://www.tribal-kilims.com/links.asp,125 Cedar St,10006,40.70976778,-74.01245255
Ubu Gallery,(212) 753-4444,http://ubugallery.com/phpwcms/index.php?current,416 EAST 59 STREET,10022,40.75904778,-73.9612439
Under Minerva,(718) 788-0170,http://blog.underminerva.com/,656 5th Ave,11215,40.66242445,-73.99264059
Up & Co,(212) 966-7847,http://www.verystyleguide.com/upandco/,257 Church St,10013,40.71803596,-74.00525334
Uptown Gallery the,(212) 722-3677,http://www.uptowngallerynyc.com/,1194 Madison Ave,10128,40.78195083,-73.95834181
Urban Architecture Gallery of Applied Arts Inc,(718) 349-3837,http://www.urbanarchitecture.us/,1205 Manhattan Ave,11222,40.73872,-73.9556829
"Ursus Books & Prints, Ltd.",(212) 744-1600,http://www.ursusbooks.com/,981 Madison Ave.,10021,40.77455057,-73.96314948
Valenzi Gallery & Framing,(718) 274-1419,"http://www.yellowbot.com/tags/frame/New%20York,%20NY%2011105/page1.html",2904 23rd St,11102,40.76975797,-73.92609137
Van De Weghe Fine Art,(212) 929-6633,http://www.re-title.com/exhibitions/archive_VANDEWEGHEFINEART3915.asp,521 W 23rd St,10011,40.74829506,-74.00485832
Vance Jordan Fine Art,(212) 570-9500,http://www.russianyellowpages.com/business/Vance_Jordan_Fine_Art,958 Madison Ave,10001,40.77407623,-73.96412402
Veranda Design,(212) 724-5156,http://66.111.11.24/arts__attractions/veranda_design.973/editorial_review.aspx,225 W 83rd St,10024,40.78627113,-73.97719259
Verona Arts Ltd,(212) 317-1010,http://www.merchantcircle.com/blogs/Verona.Arts.LTD.212-317-1010,603 5th Ave,10017,40.7574937,-73.97755224
Viart Corporation,(212) 752-3500,http://www.viartcorp.com/,120 E 56th St,10022,40.76043004,-73.970647
Vick Corporate Art Advisors,(212) 414-1976,http://vickartadvisors.com/,210 11th Ave,10001,40.74980455,-74.00577307
Vieille Russie Inc Antiqs & Jwlry,(212) 752-1727,http://www.artantiquedealersleague.org/dealerdetails.asp?dealerID=5,781 5th Ave,10022,40.76431012,-73.97253002
Vietnam Art Design,(212) 431-8889,http://www.galleryvietnam.com/,345 Greenwich St,10013,40.71840386,-74.0101257
Viewpoint Gallery,(212) 242-5478,http://www.viewpointgallery.com/contact.php,41 Union Sq W,10003,40.73711799,-73.99068945
Vincent Fremont Enterprises,(212) 414-1881,http://www.manta.com/coms2/dnbcompany_6xq3v8,1 Union Sq W,10003,40.73550087,-73.99187771
Viridian Artists Inc,(212) 414-4040,http://www.viridianartists.com/new/index.cfm,530 W 25th St,10001,40.74929138,-74.00472764
Visage Studios,(212) 391-0131,http://ny.serviceslisted.com/1654518-VisageStudios.htm,12 West 37th Street,10018,40.75055103,-73.98424841
Visual Arts Gallery,(212) 598-0221,http://www.nyc.com/arts__attractions/visual_arts_gallery.235/whats_nearby.aspx,137 Wooster St,10012,40.7259206,-74.00014431
Volpe Organization,(212) 227-7913,http://www.shopinmanhattan.com/map.asp?mid=10584753&subCat=art+galleries,100 W End Ave,10023,40.77482589,-73.98809617
Wada Takashi Gallery,(212) 586-8979,http://www.city-data.com/businesses/884092230-takashi-wada-gallery-new-york-ny.html,350 W 50th St,10019,40.76290655,-73.98849961
Wade Maxx Art Gallery,(212) 579-6529,http://www.wademaxx.com/,191 Columbus Ave,10023,40.7752092,-73.98013755
Wally Findlay Galleries,(212) 421-5390,http://www.wallyfindlay.com/,124 E 57th St,10022,40.76088973,-73.96978732
Ward-Nasse Gallery,(212) 925-6951,http://www.wardnasse.org/,178 Prince St,10012,40.72612435,-74.00206949
Washburn Galleries,(212) 397-6780,http://www.washburngallery.com/,20 W 57th St,10019,40.76329173,-73.9754894
Washington Sq Outdoor Art Exhibit Inc,(212) 982-6255,http://www.washingtonsquareoutdoorartexhibit.org/,115 E 9th St,10003,40.73055351,-73.98955957
Webster David,(212) 367-8120,http://www.7mainstreet.com/business/unclaimed/webster-david-new-york-ny-10001/14671913,448 W 16th St,10011,40.74255494,-74.00604994
Weisbrod Chinese Art Ltd,(212) 319-1335,http://www.weisbrodltd.com/wsbhome.html,36 E 57th St,10022,40.76183606,-73.97195658
Wellesley the,(212) 288-2666,http://www.nyc.com/arts__attractions/wellesley_the.795/whats_nearby.aspx,200 E 72nd St,10021,40.76937887,-73.96043137
Wessel & O'Connor,(212) 242-8811,http://www.wesseloconnor.com/,242 W. 26th St.,10011,40.74658362,-73.99604272
Westbeth Gallery,(212) 989-4650,http://www.westbeth.org/,55 Bethune St,10014,40.73681609,-74.00892207
Western Art Collectors Society,(718) 351-5268,http://www.americaonwheels.com/NewYork/WESTERN_ART_COLLECTORS_SOCIETY,1374 Richmond Rd,10304,40.5952498,-74.09740511
Westwood Gallery,(212) 925-5700,http://www.westwoodgallery.com/,568 Broadway,10012,40.72442296,-73.99734434
Weybridge Fine Art,(212) 628-5445,http://ny.citysquares.com/manhattan/chelsea/arts-entertainment/artists-art-dealers/weybridge-fine-art-30-e-81-madison-ave,30 E 81st St,10028,40.77737493,-73.96097806
Whas Cultural Art Center Inc,(212) 569-2224,http://www.ziphip.com/whas+cultural+art+center+inc.9.7203168p.home.html,4450 Broadway,10040,40.85624733,-73.93249803
White Box,(212) 714-2347,http://www.whiteboxny.org/,525 W. 26th St.,10001,40.75032291,-74.00398261
White Columns Inc,(212) 924-4212,http://newyork.going.com/venue-3874;White_Columns_Inc,320 W 13th St,10014,40.73907339,-74.00412299
Whitfield James Fine Art,(212) 982-8050,http://www.facebook.com/pages/London-United-Kingdom/Whitfield-Fine-Art/184172920606,107 University Pl,10003,40.73415172,-73.99223345
Wickiser Walter Gallery Inc,(212) 941-1817,http://www.walterwickisergallery.com/,210 Eleventh Avenue,10001,40.74970893,-74.00583422
Willow Woodstock Artistic Enterprises,(212) 677-6547,http://www.yelp.com/biz/willow-woodstock-artistic-enterprises-new-york,92 Saint Marks Pl,10009,40.72731799,-73.98503774
Wilmer Jenning Gallery,(212) 505-6771,http://www.merchantcircle.com/business/Wilmer.Jenning.Gallery.212-505-6771,215 E 2nd St,10009,40.72158811,-73.98297564
Winston Wachter Mayer Fine Art,(212) 255-2718,http://www.winstonwachter.com/,530 W 25th St,10001,40.74947055,-74.00469934
Winter Works On Paper,(718) 599-0910,http://www.winterworksonpaper.com/about.htm,167 North 9th Street,11211,40.71884386,-73.95596899
Wolf Daniel Inc,(212) 772-7721,http://www.manta.com/coms2/dnbcompany_d947yw,52 E 78th St,10021,40.77515497,-73.96208739
Woodward Gallery,(212) 966-3411,http://www.woodwardgallery.net/,133 Eldridge Street,10002,40.71901344,-73.99181719
WORLD AFRICA,(212) 781-1872,http://manhattan.ny.povo.com/World_Africa,779 RIVERSIDE DR,10032,40.83514504,-73.94753651
World Art Center,(212) 791-4941,http://www.merchantcircle.com/business/World.Art.Center.212-791-4941,104 Nassau St,10038,40.71059949,-74.00717582
Yancey Richardson Gallery,(646) 230-9610,http://www.yanceyrichardson.com/,535 W 22nd St,10011,40.74799009,-74.00606502
Yasuda Fine Arts Inc,(212) 977-7966,http://www.localartdealers.com/New-York/Yasuda-Fine-Arts-Incorporated-25075.html,15 W 53rd St,10019,40.76154759,-73.9776035
Yorks Shona Gallery,(212) 431-7444,http://yorksshonagallery.com/,99 Spring St,10012,40.72346095,-73.99930952
Yorkville Art Gallery & Framing,(212) 423-0604,http://www.merchantcircle.com/business/Yorkville.Art.Gallery.And.Framing.212-423-0604,1687 3rd Ave,10128,40.78412567,-73.94977563
Yoshii Gallery,(212) 744-5550,http://www.yoshiigallery.com/,980 Madison Avenue,10075,40.77472916,-73.96353645
Yung Hee Kim,(212) 734-0009,http://www.linkedin.com/pub/yunghee-kim/11/847/188,945 5th Ave,10021,40.77480195,-73.9650305
Zabriskie Gallery,(212) 752-1223,http://www.zabriskiegallery.com/,41 W 57th St,10019,40.76417706,-73.97608678
Zarre Andre Gallery,(212) 255-0202,http://www.andrezarrefineart.com/index.html,529 W 20th St,10011,40.74665656,-74.00694053
Zetterquist Galleries,(212) 751-0650,http://web.mac.com/zetterquist/Qingbai_Wares/Home.html,3 East 66th Street,10065,40.76855091,-73.96909886
Zito Studio Gallery,(646) 602-2338,http://www.merchantcircle.com/business/Zito.Studio.Gallery.646-602-2338,122 Ludlow St,10002,40.71959638,-73.98835222
Zwirner & Wirth,(212) 517-8677,http://www.zwirnerandwirth.com/,32 E. 69th St.,10021,40.76947535,-73.96656358
Zwirner David Gallery,(212) 727-2070,http://www.davidzwirner.com/,525 W 19th St,10011,40.74589496,-74.00696818
Priska C. Juschka Fine Art Inc,(212) 244-4320,http://www.priskajuschkafineart.com/,547 W 27th St,10001,40.7512663,-74.00436441
1 2 3 Watts Gallery,(212) 219-1482,http://www.123watts.com/,123 Watts St,10013,40.72385717,-74.00902349
12 Below,(212) 777-6777,http://www.upspring.com/12-below-new-york-ny-map.html,853 Broadway,10003,40.73460139,-73.99106783
14 Sculptors Gallery,(212) 966-5790,http://www.14sculptors.com/,168 Mercer St,10012,40.72525532,-73.99752291
1405 Art Gallery,(212) 717-4025,http://artframenj.com/,1405 2nd Ave,10021,40.76974722,-73.95798347
2 Welancora Gallery,(718) 919-0344,http://www.welancora.com/,410 Jefferson Ave,11221,40.6840779,-73.94151974
280 Modern,(212) 941-5825,http://attractions.uptake.com/museums/new_york/ridgewood/280_modern_17617828.html,1875 Dekalb Ave,11385,40.70924363,-73.91448247
3 Costantino Fioratti Helen C,(212) 517-9176,http://www.lantiquaire.us/mirrors-in-renaissance-period.html,36 E 73rd St,10021,40.77217101,-73.96468514
303 Gallery,(212) 255-1121,http://www.303gallery.com/,547 W 21st Street,10011,40.74748973,-74.00709988
33rd St Galleria,(212) 273-9673,http://www.superpages.com/bp/New-York-NY/33rd-Street-Galleria-L2016404930.htm,401 7th Ave,10001,40.74998474,-73.99086173
33rd Street Galleria,(212) 760-1228,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C0F17-3048-28EB-92D57971418D832F,131 W 33rd St,10001,40.74995773,-73.98967644
4 Chambers Fine Art,(212) 414-1169,http://www.chambersfineart.com/en/calendar/2009-2-bj.html,522 West 19th Street,10011,40.74548098,-74.00711819
5 Robin Rice Gallery,(212) 366-6660,http://www.robinricegallery.com/galleryinformation/index.html,325 W 118th St,10026,40.8060391,-73.95513651
531 Artspace,(718) 388-6087,http://newyork.citywaboo.com/business/2200841/531_Artspace-in-Brooklyn-NY_11222-4852.html,531 Graham Ave,11222,40.72132182,-73.94713438
73 St Farmers Market,(212) 879-3500,http://www.nyc.com/arts__attractions/73_st_farmers_market.1808/whats_nearby.aspx,1368 York Ave,10021,40.76730472,-73.95301546
A Clean Well Lighted Place Inc,(212) 255-3656,http://www.merchantcircle.com/business/A.Clean.Well.Lighted.Place.Inc.New.York.NY.1.212-255-3656,363 Bleecker St,10014,40.73453611,-74.00455563
A J ARTS LTD,(718) 763-5473,http://yp.blogflux.com/directory/us/new-york/brooklyn/a-j-arts-ltd-6208-mill-ln/,6208 MILL LN,11234,40.61860965,-73.91691325
A.I.R. Gallery,(212) 966-0799,http://www.artseensoho.com/Art/AIR/air.html,40 Wooster St,10013,40.72220574,-74.00247724
AAA-Abbey Mdsng Co Inc,(718) 253-8830,http://yp.blogflux.com/directory/us/new-york/brooklyn/aaaabbey-mdsng-co-inc/,618 Coney Island Ave,11218,40.64223849,-73.96993064
Abada Felix Inc,(212) 427-8731,http://www.nyc.com/arts__attractions/abada_felix_inc.468/whats_nearby.aspx,1556 3rd Ave,10128,40.77982819,-73.95369907
Aberbach Fine Art,(212) 988-1100,http://www.saberbach.com/site.html,41 E 57th Street,10022,40.76234165,-73.97156739
Aca Galleries,(212) 206-8080,http://www.acagalleries.com/,529 W 20th St,10011,40.74666372,-74.00671307
Ace Gallery,(212) 255-5599,http://www.acegallery.net,275 Hudson St,10013,40.72518059,-74.0080057
Acquavella Galleries Inc,(212) 734-6300,http://www.acquavellagalleries.com/,18 E 79th St,10021,40.776242,-73.96264903
Adam Baumgold Fine Art,(212) 861-7338,http://www.adambaumgoldgallery.com/,74 E. 79th St.,10021,40.77566375,-73.9610758
Adam Williams Fine Art Ltd,(212) 249-4987,http://www.adam-williams.com/DesktopDefault.aspx?tabid=20,24 East 80th Street,10075,40.77696724,-73.96206754
Adams Fund Art Buyers,(212) 873-2633,http://www.yellowspinny.com/adams+fund+art+buyers/bus-16396/,330 W 72nd St,10023,40.78013539,-73.98593597
Adams George Gallery,(212) 644-5665,http://www.ikarma.com/biz/New+York/New+York/Adams+George+Gallery/%28212%29644-5665/,41 W 57th St,10019,40.76409153,-73.97614893
Adelson Galleries,(212) 439-6800,http://www.adelsongalleries.com/,219 E 82nd St,10028,40.77602747,-73.95485348
Adler & Conkright Fine Art Llc,(212) 772-7509,http://www.adlerconkrightarts.com/,24 E 71st St,10021,40.77097524,-73.96624092
African Arts Center Inc,(212) 244-6914,http://yp.blogflux.com/directory/us/new-york/new-york/african-arts-center-inc/,615 W 27th St,10001,40.75191958,-74.00566649
Africart Motherland Inc,(212) 368-6802,http://local.botw.org/New_York/New_York/Africart_Motherland_Inc/77934896.html,2478 Frederick Douglas Blvd,10027,40.81484874,-73.94739591
Agora Gallery,212-226-4151,http://www.agora-gallery.com/,530 W 25th St,10001,40.74943954,-74.00462798
Akira Ikeda Gallery,(212) 366-5449,http://www.akiraikedagallery.com/,17 Cornelia St,10014,40.73159806,-74.0019872
Alan Brasington Inc,(212) 366-9996,http://www.nyc.com/arts__attractions/alan_brasington_inc.187/editorial_review.aspx,23 8th Ave,10014,40.73792128,-74.00465112
Alaska on Madison,(212) 879-1782,http://www.alaskaonmadison.com/,1065 Madison Ave,10028,40.77729595,-73.96107281
Alexander and Bonin,(212) 367-7474,http://www.alexanderandbonin.com/,132 10th Ave,10011,40.7446874,-74.00599211
Alexander's Sculptural Svce,(212) 867-8866,http://www.nyc.com/arts__attractions/alexanders_sculptural_svce.1805/whats_nearby.aspx,117 E 39th St,10016,40.74998353,-73.97794942
Alexandre Gallery,(212) 755-2828,http://www.alexandregallery.com,41 E 57th St,10022,40.76226849,-73.97161806
Alliance of Queens Artists,(718) 520-9842,http://www.arts4u.org/,99-10 Metropolitan Ave.,11375,40.71066978,-73.85334629
Blum Peter-Blum Arts,(212) 343-0441,http://peterblumgallery.com/exhibitions,99 Wooster St,10012,40.7245907,-74.00107688
Alter Silver Gallery Corp,(212) 750-1928,http://www.ikarma.com/biz/New+York/New+York/Alter+Silver+Gallery+Corporation/%28212%29750-1928/,1050 2nd Ave,10022,40.75820702,-73.96574831
American European Fine Art Inc,(212) 517-4010,http://www.artincontext.org,115 E 89th St,10128,40.78188518,-73.95473278
American Fine Arts Co,(212) 941-0401,http://www.nileguide.com/destination/new-york/things-to-do/american-fine-arts-co/507977,530 W 22nd St,10011,40.74749327,-74.0061075
American Folk Art Museum - Eva and Morris Feld Gallery,(212) 595-9533,http://www.folkartmuseum.org/default.asp?id=509,2 Lincoln Square,10023,40.77314532,-73.98142236
Ameringer & Yohe Fine Arts,(212) 445-0051,http://www.ameringer-yohe.com/,525 West 22nd Street,10011,40.7476769,-74.00570231
Amos Eno Gallery,(718) 237-3001,http://www.amoseno.org/,111 Front Street,11201,40.70283986,-73.98909224
An American Space,(212) 426-2879,http://www.artinfo.com/galleryguide/11631/119/an-american-space-gallery/visit/,118 E 92nd St,10128,40.78347688,-73.95373195
Ancient Art of the New World Inc,(212) 737-3766,http://www.manta.com/coms2/dnbcompany_6k57c8,525 E 72nd St,10021,40.76900976,-73.95334299
Andover Gallery,(212) 473-1722,http://new_york.ny.ooberunder.com/7385653-andover.gallery,60 Rivington St,10002,40.72083117,-73.99023923
Andrew Edlin Gallery,(212) 206-9723,http://edlingallery.com/,134 Tenth Avenue,10011,40.74469818,-74.00584416
Andy Warhol Authentication Board Inc,(212) 727-1735,http://www.warholfoundation.org/legacy/authentication_procedure.html,525 W 20th St,10011,40.74649764,-74.00657819
Angel Orensanz Foundation,(212) 780-0175,http://www.orensanz.org/home.php,172 Norfolk St,10002,40.72114259,-73.98566579
Anita Friedman Fine Arts,(212) 472-1527,http://www.artnet.com/gallery/406/anita-friedman-fine-arts.html,980 Madison Ave,10021,40.77479505,-73.96348525
Annex the,(646) 638-3785,http://oneartworld.com/The+Annex.html,601 W 26th St,10001,40.75175124,-74.00726919
Annie Yau Gallery,(212) 580-2980,http://www.upnext.com/venue/new-york-recreation/annie-yau-gallery/11640.htm,173 W 88th St,10024,40.78882752,-73.97318629
Annina Nosei Gallery,(212) 741-8695,http://www.patrickgrant.net/genome_angallery.htm,528 W 22nd St,10011,40.74745711,-74.00603307
Anthony Grant Inc,(212) 755-0434,http://anthonygrantinc.com/Movie1_LANY.swf,37 W 57th St,10019,40.76403092,-73.97595129
Antik,(212) 343-0471,http://www.antik-nyc.net/,104 Franklin St,10013,40.71861368,-74.00559643
Antiquarium Fine Ancient Arts Gallery Ltd,(212) 734-9776,http://local.botw.org/New_York/New_York/Antiquarium_Fine_Ancient_Arts_Gallery_LTD/950985.html,948 Mad Ave,10001,40.7737083,-73.96448584
Anton Kern Gallery Inc,(212) 965-1706,http://antonkerngallery.com/artist.php?aid=16,532 W 20th St,10011,40.74626699,-74.00716258
Apex Art,(212) 431-5270,http://www.apexart.org/,291 Church St,10013,40.71902942,-74.00442891
April's Gallery,(212) 694-4538,http://find.mapmuse.com/details/art-galleries/9528834/aprils-gallery,501 W 145th St,10031,40.82550711,-73.94779848
Arader W Graham Gallery,(212) 628-3668,http://www.aradergalleries.com/,29 E 72nd St,10021,40.77191981,-73.96506781
Arash Gallery,(212) 759-4999,http://www.leftlinks.org/photography/main.php,1051 2nd Ave,10022,40.75835498,-73.96632495
Arcadia Fine Arts,(212) 965-1387,http://www.arcadiafinearts.com/home.html,51 Greene St,10013,40.72233561,-74.00191255
Archibald Arts,(212) 247-5087,http://www.archibaldarts.com/,602 10th Ave,10036,40.76045676,-73.99447222
Archive Consulting & Management Services,(212) 242-7767,http://www.yellowpages.com/info-1271752/Archive-Consulting-Management-Services,511 W 25th St,10001,40.74945619,-74.00406816
Ariel Meyerowitz Gallery,(917) 685-0089,http://www.arielmeyerowitz.com/,4720 Center Blvd.,11109,40.74562272,-73.9572054
Ariston Development Group,(212) 924-1688,http://www.yellowbot.com/ariston-development-group-new-york-ny.html,78 Horatio St,10014,40.73863045,-74.00720672
Arleen G Becker Gallery Inc,(347) 525-7074,http://www.agbgallery.com/,200 Lexington Avenue,10022,40.74557328,-73.98078712
Art & Interiors Inc,(212) 754-9900,http://www.ziplocal.com/companies/102881788-Art-Interiors-Inc,979 3rd Ave,10022,40.76095558,-73.96625646
Art Advice Corporate Art Consultants,(212) 683-5611,http://www.artadvice-ny.com/,200 E 33rd St,10016,40.74457207,-73.97844633
Art Advisory Svces Inc,(212) 935-1272,http://www.artadvisoryservices.com/,530 Park Ave,10065,40.76400119,-73.96938236
Art Asap,(212) 258-3598,http://www.livevillage.com/newyork/art/art-asap-444-w-50th-st.html,444 W 50th St,10019,40.76416275,-73.99102179
Art Auction Advisory Svces,(212) 935 1272,http://www.artadvisoryservices.com/newsletter_08-sep.pdf,530 Park Avenue,10065,40.76406092,-73.96934511
Art Avenues Inc,(212) 874-6305,http://www.merchantcircle.com/business/Art.Avenues.Inc.New.York.NY.212-874-6305,240 W End Ave,10023,40.77886825,-73.98484183
Art Finds,(212) 724-4132,http://newyork.citysearch.com/profile/7169370/new_york_ny/art_finds.html,140 Riverside Dr,10024,40.79017492,-73.97973389
Blumka Gallery,(212) 734-3222,http://www.blumkagallery.com/,209 E 72nd St,10021,40.76968728,-73.95986032
Art Gallery & Custom Framing,(212) 473-6802,http://local.botw.org/New_York/New_York/799_Art_Gallery_and_Custom_Framing/112964310.html,799 Broadway,10003,40.73243385,-73.99179293
Art In General,(212) 219-0473,http://www.artingeneral.org/,79 Walker St,10013,40.7180947,-74.00187734
Art Loft Gallery,(212) 343-3005,http://m.nyc.com/arts__attractions/art_loft_gallery.1697/whats_nearby.aspx?sec=att,199 Lafayette St,10012,40.72119226,-73.99773834
Art Merchandising and Media Inc,(212) 759-0777,http://www.nyc.com/arts__attractions/art_merchandising_and_media_inc.912/map_location.aspx,26 E 64th St,10021,40.76668459,-73.96958163
Art Metaphysics Education,(212) 736-0999,http://www.nyc.com/arts__attractions/art_metaphysics_education.881/editorial_review.aspx,323 W 39th St,10018,40.75606799,-73.99233661
Art Placement International,(212) 517-8740,http://m.nyc.com/arts__attractions/art_placement_international.449/map_location.aspx,957 Park Ave,10028,40.77733033,-73.95878267
Art Projects International Inc,(212) 343-2599,http://www.artprojects.com/,429 Greenwich St,10013,40.72229804,-74.00940343
Art Resources Transfer Inc,(646) 486-2387,http://www.artresourcestransfer.org/,210 11th Ave,10001,40.74998457,-74.00595091
Art Student Showcase Inc,(212) 941-9471,http://www.yellowbot.com/art-student-showcase-incorporated-new-york-ny.html,248 Lafayette St,10012,40.72310856,-73.99720726
Art Vue,(212) 995-2008,http://www.artvue.com/,441 3rd St,11215,40.67152952,-73.98009836
Art Wise,(212) 989-3348,http://www.yellowspinny.com/art+wise/bus-41875/,133 W 25th St,10001,40.74498904,-73.993242
Arte Primitivo-Howard S Rose Gallery,(212) 570-6999,http://www.arteprimitivo.com/,3 E 65th St,10021,40.76784299,-73.9692938
