NAME,ZIP,TEL,LON,LAT,ADDRESS
TURCA GROCERY CORP,10459,7188609944,-73.88750899,40.82522799,E 165TH ST
"HJK PLAZA DELI, INC.",10004,2128094101,-74.01373087,40.70535333,BROADWAY
"STANLEY DELI & GROCERY, INC.",11208,718-348-9319,-73.86708798,40.66552484,STANLEY AVE
LOS AMIGOS FOOD CORP,10032,6468632022,-73.94006772,40.83667981,SAINT NICHOLAS AVE
"CHAUDHRY, MUNAWAR A",11204,718-259-0604,-73.98674726,40.62252146,18TH AVE
"DAS, PRIYANKA",10011,9174984456,-73.99544598,40.73926829,6 AVENUE
EZ STOP MINI MARKET INC.,11204,718-837-5309,-73.9835674,40.61871128,20TH AVE
ROBIN DELI & GROCERY INC.,11214,9175476025,-74.00906101,40.60564688,BATH AVE
AMERICAN DESI BAZAAR & DELI INC.,11370,7186399720,-73.89232131,40.75856304,31ST AVE
MARIEYE GROCERY CORP,10040,3478019710,-73.9331751,40.85565018,BROADWAY
DUANE READE,10036,718-386-6692,-73.98738399,40.76054772,8TH AVE
ROCCO & FRANK'S CONVENIENCE INC.,11417,7187389073,-73.84300635,40.67136833,CROSSBAY BLVD
"AL-MALAHI, NASSER S",11218,7184369115,-73.97980617,40.64476422,MCDONALD AVE
HESSEN DELI & GROCERY CORP,10451,718-618-0202,-73.91885529,40.81813177,COURTLANDT AVE
JAGAT ISLAND CORP.,11211,646-330-08,-73.95056437,40.70754483,UNION AVE
127 DELI GROCERY INC,11420,929-257-7444,-73.81416835,40.68255152,111TH AVE
"PONNIAH, ALOYSIUS",10019,2125822695,-73.9800367,40.76552015,7 AVENUE
"WAN WAN MART, INC",11361,7182298759,-73.76850351,40.76591236,39TH AVE
DUANE READE,10468,718-386-6692,-73.89991889,40.86232319,E FORDHAM RD
"SALEH, NOUMAN S.A.",10452,7185907148,-73.9236274,40.82798856,WALTON AVE
"BROADWAY GROCERY & NEWS STAND, INC.",11211,718-782-2330,-73.95898561,40.70881897,BROADWAY
DUANE READE,11234,718-386-6692,-73.9176085,40.62289893,RALPH AVE
1300 CANDY & SNACKS INC.,10474,718-542-1418,-73.88694158,40.81680389,LAFAYETTE AVE
SHEEPSHEAD BAY HALAL MARKET CORP.,11235,7185136738,-73.94251486,40.58927386,AVENUE Z
"SALIM, RAED M",11233,7186858719,-73.91050619,40.67827239,FULTON ST
1149 UTICA PETROLEUM LLC,11203,914-699-9500,-73.92963502,40.64484602,UTICA AVE
"HUDSON GROUP (HG) RETAIL, LLC",10018,2015282436,-73.99056478,40.75619211,8TH AVE
"J & J NEWS, INC.",10055,2123087311,-73.9741658,40.75890415,E 52ND ST
NUCARE PHARMACY INC.,10128,2124269300,-73.94633205,40.78105833,1ST AVE
JOLLY 100 CORP.,11104,7183929296,-73.91935793,40.74322553,QUEENS BLVD
MESSEROLE'S UNITED DELI GROCERY CORP.,11206,7183668957,-73.9394869,40.7084261,MESEROLE ST
"KIM, CHONG SUNG",11235,7189348328,-73.93959913,40.58854774,NOSTRAND AVE
"RODRIGUEZ, DANNY",11221,7186023917,-73.93673657,40.69138785,LEWIS AVE
"YAT DE LEON, DOMINGA",11218,347-359-8706,-73.98998976,40.64349197,FORT HAMILTON PKWY
"WALGREEN EASTERN CO., INC.",11375,718-426-4182,-73.84869171,40.72362267,QUEENS BLVD
TULSHI GROCERY INC.,11234,718-377-4403,-73.93629434,40.62209011,FLATBUSH AVE
GOLDEN CHILDREN PLACE INC,11355,7188880558,-73.8191684,40.75065713,KISSENA BLVD
KING 3RD DELI CORP,10456,3475995998,-73.90869857,40.82411315,3RD AVE
BAYSIDE SLIMS INC,11364,7182291140,-73.75594387,40.74925597,HORACE HARDING EXPY
NEWS NEWSTAND LLC,10019,2129752180,-73.98958813,40.76953971,W 57TH ST
WORKNPRAY ENTERPRISES INC.,11201,7188556551,-73.98629352,40.6919973,LAWRENCE ST
"A TO Z GROCERY, INC.",11357,718-224-3724,-73.79441627,40.78230373,UTOPIA PKWY
MANAYEYO FOOD CORP,11216,7184475867,-73.94391209,40.68329175,TOMPKINS AVE
S.N.S MEAT & FISH MARKET INC,11418,6463387136,-73.82070309,40.7020937,JAMAICA AVE
MEJIA MINI MARKET CORP,10459,7188615966,-73.89681915,40.8166622,LONGWOOD AVE
BAI LE GROCERY INC.,11428,7184683665,-73.73756,40.72883293,BRADDOCK AVE
LUNA GOURMET DELI GROCERY INC.,10034,9142550397,-73.92325999,40.86458075,SHERMAN AVE
"82 CORNER MARKET, INC.",10028,2125706229,-73.95132364,40.77419047,1ST AVE
SHARP DELI & GROCERY CORP,10302,3477557197,-74.13708331,40.63608212,CASTLETON AVE
AMIR DELI AND GROCERY CORP,11211,3472780314,-73.94032624,40.71768188,KINGSLAND AVE
D & S GOLDEN DELI & GROCERY INC,11207,347-200-7348,-73.90896307,40.68888247,CENTRAL AVE
SPEEDWAY LLC,11222,7182394862,-73.95186797,40.73041472,GREENPOINT AVE
DAS GROCERY INC,11214,347-312-3755,-73.99708322,40.59838447,BATH AVE
DREAM LAND DELI AND GROCERY INC,11417,7184505567,-73.83683385,40.68205066,LIBERTY AVE
"MOZEB, ISMAIL & MOHAMED, JAMIL",11222,718-349-0436,-73.9508301,40.72381863,MANHATTAN AVE
CLARIBEL DELI & GROCERY INC,11208,718-348-7063,-73.87966045,40.68369538,RIDGEWOOD AVE
HOME DELI & CATERING CORP.,11385,7186284005,-73.87626883,40.70440932,73RD PL
420 MADISON FOOD CORP.,10017,2123086140,-73.9763287,40.75686527,MADISON AVE
CITY PLAZA INC,10007,917-470-6621,-74.00743793,40.71278947,BROADWAY
SANAD GOURMET DELI CORP,10035,2123485760,-73.9391907,40.80775277,MADISON AVE
STEINWAY GOURMET DELI INC,11103,3479442837,-73.9196177,40.75822576,STEINWAY ST
KAVYA OPTIMO INC,11354,7184632593,-73.83472728,40.76972631,STRATTON ST
FIVE ELEVEN CONVENIENCE INC,11420,7188433344,-73.82097248,40.67027118,LEFFERTS BLVD
HUI HUANG FOOD INC.,11220,718-765-1111,-74.01684831,40.63881132,5TH AVE
MI PAIS FOOD MARKET LLC,10459,3478626671,-73.89480039,40.83216528,JENNINGS ST
REDWAN VARIETY STORE INC.,10457,3475901581,-73.89953808,40.85354805,VALENTINE AVE
JOHN BATH AVE GROCERY CORP,11228,7182332131,-74.01216572,40.60752403,BATH AVE
DAWA 91 INC.,10128,2122435715,-73.94933981,40.78115301,2ND AVE
"HAVEMEYER DELI STOP ONE, INC",11211,347-987-3020,-73.95394583,40.7153441,HAVEMEYER ST
"RITE AID OF NEW YORK, INC.",11354,212-791-5795,-73.82301455,40.76471622,NORTHERN BLVD
1888 MINIMART CORP.,10314,7186821700,-74.12673805,40.61277148,VICTORY BLVD
"ESQUINA 100 & 34 GROCERY, INC.",11368,9177769017,-73.86886855,40.75541795,34TH AVE
CC 1853 FOOD CORP,11210,7189518424,-73.93901889,40.62466346,FLATBUSH AVE
ELIOT CONVENIENCE INC,11379,3475271719,-73.87356659,40.72766551,ELIOT AVE
NOR-BRONX RIVER INC,10472,7183798731,-73.88317235,40.82771589,BRONX RIVER AVE
"HU, XIAN LI & KONG PING",11375,7184596118,-73.85033742,40.72496975,QUEENS BLVD
ALEXANDRIA'S DELI OF NY CORP.,11103,718-545-0435,-73.91389465,40.76522621,STEINWAY ST
THE TOWN GROCERY INC,10304,7182736027,-74.08581754,40.62030534,VAN DUZER ST
D & J GROCERY CORP.,11211,7189630934,-73.9368821,40.71287945,GRAND ST
ORGANIC DELI AND GROCERY CORPORATION,11222,718-383-1444,-73.9548136,40.73363551,MANHATTAN AVE
BODEGAS UNLIMITED LLC,10034,7189999999,-73.92523119,40.86385196,SHERMAN AVE
"85TH STREET DELI, INC.",11421,7188058908,-73.85896018,40.69253475,JAMAICA AVE
DUANE READE,10024,718-386-6692,-73.97524077,40.78992542,BROADWAY
25/7 EXPRESS SULLIVAN CORP,11225,718-975-0941,-73.95378256,40.66467009,ROGERS AVE
J&C GROCERY OF NY INC.,10458,929-265-9120,-73.88787828,40.85695995,E 188TH ST
"NIMU at Forest Avenue, LLC",10302,6316808105,-74.13163075,40.62633075,FOREST AVE
N A Y DELI & GROCERY CORP,11225,718-908-5980,-73.95816224,40.67016956,FRANKLIN AVE
"WALGREEN EASTERN CO., INC.",11209,718-426-4182,-74.03337984,40.61781006,3RD AVE
"TENZIN, KUNGA",11102,7182799662,-73.92032585,40.77578162,24TH AVE
ACCEDE INC.,10035,718-786-8139,-73.93461117,40.80319951,E 125TH ST
HOYT CONVENIENCE INC.,11205,7188584438,-73.97228514,40.68957938,DEKALB AVE
MANUEL MINI GROCERY CORP.,10455,7187421183,-73.90861573,40.81603263,WESTCHESTER AVE
DISCOUNT PLUS CORP.,11230,718-284-2968,-73.96728576,40.63408686,CONEY ISLAND AVE
UNLIMITED OPPORTUNITY INC.,11214,7182650206,-73.98397812,40.58837036,BAY 50TH ST
"WALGREEN EASTERN CO., INC.",11422,718-426-4182,-73.73902082,40.66076845,243RD ST
FIFTH START TOBACCO CORP,10035,2018509593,-73.9448805,40.80285355,5TH AVE
"UDDIN, ZASHIM",10018,7187758917,-74.002673,40.71542739,WEST 42ND ST
AVENUE NEWSSTAND LLC,10036,2125750969,-73.98153683,40.7583923,AVENUE OF THE AMERICAS
ARCHER 158 MANAGAEMENT CORP,11433,718-558-4490,-73.79962496,40.70253104,ARCHER AVE
"PATEL, RAMAN",10019,7186297251,-73.99305379,40.7710139,W 57TH ST
ALTAGRACIA DELI & GROCERY STORE INC.,10458,7187310019,-73.89623345,40.86095857,E 188TH ST
"ZAPATA, GELGIN",10456,7189926202,-73.91061905,40.83078431,E 167TH ST
85 DELI MINI MARKET CORP.,10034,646-418-3542,-73.91752446,40.86873501,BROADWAY
ASIA DELI & GROCERY INC.,11428,6467526926,-73.73783092,40.71774742,JAMAICA AVE
875 E. TREMONT GROCERY DELI CORP.,10460,3479612064,-73.88595037,40.842864,E TREMONT AVE
ELTINGVILLE BAGEL & DELI INC.,10312,347-781-6114,-74.16505641,40.54406422,RICHMOND AVE
QUICK DELI & CANDY CORP.,11372,9177237571,-73.88378195,40.74763887,ROOSEVELT AVE
DUANE READE,10035,718-386-6692,-73.93774158,40.80452145,E 125TH ST
EVERSHINE INTERNATIONAL INC.,11420,7188450630,-73.82095087,40.67026565,LEFFERTS BLVD
JCHE INC.,11222,718-349-3066,-73.94059661,40.72597942,NASSAU AVE
"VICTORY CONVENIENCE, LLC",10314,7184473733,-74.12103365,40.6131866,VICTORY BLVD
CI FOOD MARKET CORP,11224,718-266-0601,-73.987264,40.57634305,MERMAID AVE
"BAGELS ON KINGS, CORP.",11223,7183720024,-73.98241825,40.60540984,KINGS HWY
"CHANG, YUN JEIN/CHANG, ENG ENG F.",11373,7186512654,-73.87450939,40.73473155,QUEENS BLVD
SEM SEM DELI CORP.,11206,347-689-2364,-73.94092635,40.7040215,HUMBOLDT ST
7 H GROUP INC,10456,9174719405,-73.9078574,40.82621493,3RD AVE
JERSEY MINIMARKET CORP,10301,7188156761,-74.08636501,40.63696581,JERSEY ST
CACHACO INTERNATIONAL INC,11222,919-440-5164,-73.95469862,40.73292732,MANHATTAN AVE
183RD FOOD CENTER CORP.,10453,7182204839,-73.90434581,40.85852554,W 183RD ST
JJ TOWN DELI CORP.,11358,7185940081,-73.7910094,40.76791239,FRANCIS LEWIS BLVD
TAVAREZ DELI GROCERY CORP,10458,3478989986,-73.88598565,40.85601941,E 188TH ST
"B & B DELICIOUS GROCERY, CORP.",11228,7182387009,-74.00691257,40.62081202,13TH AVE
PRINCE BROADWAY DELI CORP,11221,347-406-7784,-73.9197058,40.68814114,BROADWAY
JJ MIKE INC,11101,7183925500,-73.93777488,40.73411888,REVIEW AVE
SPEEDWAY LLC,11411,7182394862,-73.74369751,40.69593418,SPRINGFIELD BLVD
"PATEL, JAYENDRA",11375,7182612423,-73.84289313,40.72096621,QUEENS BOULEVARD
"ZUMY 833, INC.",11215,718-499-2044,-73.98121959,40.66730734,7TH AVE
"MILILLO, MARGARET",11374,7185330192,-73.8628476,40.72930284,63 DRIVE
"ROBERT CABAN GROCERY, INC.",10473,7188421330,-73.85203241,40.80977356,GILDERSLEEVE AVE
UNDER THE SUN DELI CORP.,11432,3472649665,-73.78734585,40.70775701,JAMAICA AVE
GREAT VALUE CONVENIENCE INC,10022,7187854694,-73.96886534,40.75439048,2ND AVE
111 SUPER STOP CORP.,11368,7188991066,-73.85653032,40.75425594,37TH AVE
INDORE INC.,10302,7188154444,-74.13571708,40.6251128,FOREST AVE
"EVANS DRUG STORE, INC.",11225,7187717271,-73.95069105,40.66794059,NOSTRAND AVE
THE STOP & SHOP SUPERMARKET COMPANY LLC,11101,7183186281,-73.91424532,40.75361894,NORTHERN BLVD
Samy Gourmet Deli Corp,11221,,-73.93686578,40.69202745,LEWIS AVE
"GENOVESE DRUG STORES, INC.",10281,212-929-6915,-74.01567706,40.71452882,VESEY ST
"LORD OF KINGS, INC.",11236,718-251-5888,-73.89031834,40.63338869,SEAVIEW AVE
627 GARDEN GOURMENT DELI CORP,10457,718-716-3507,-73.89254825,40.84611732,E TREMONT AVE
BOSTON ROAD DELI GROCERY INC.,10460,7187758934,-73.89461613,40.83442402,BOSTON RD
GOODLUCK NEWS VI INC,11209,718-491-4791,-74.03081448,40.62403322,3RD AVE
"EAST SIDE CIGAR, INC.",10022,646-691-0600,-73.96686437,40.75714016,2ND AVE
1152 H&F CANDY STORE INC.,11230,718-859-1098,-73.96617819,40.62989799,CONEY ISLAND AVE
"7-ELEVEN, INC.",11203,9728680711,-73.9295422,40.64401429,UTICA AVE
QUEENS BOROUGH NEWSSTAND INC.,11101,9178738750,-73.929685,40.74444547,QUEENS BLVD
"1657 JEROME AVE. SERVICE STATION, INC.",10453,7185835571,-73.91379411,40.84569326,JEROME AVE
SMILEY NEWS INC.,11223,7183330760,-73.97320935,40.59709956,MCDONALD AVE
MCDONALD DELI GROCERY CORP.,10456,6462669159,-73.90836144,40.82491983,3RD AVE
SPECIAL DELI GROCERY CORP,11207,929-210-0918,-73.91007232,40.68721452,EVERGREEN AVE
"BASHIR BAGELS & SUPERMARKET, INC.",11209,718-886-0526,-74.0261539,40.63541976,3RD AVE
BELTWAY ENERGY INC.,11214,718-266-4839,-73.9863159,40.58296066,CROPSEY AVE
"GUYON SUPERETTE, INC.",10306,718-667-8844,-74.12764755,40.56476935,GUYON AVE
HENG LI GROCERY STORE INC.,10002,2124319521,-73.99039716,40.71709858,GRAND ST
THE BEST STOP DELI EXPRESS INC.,10469,917-731-6460,-73.84623157,40.87045432,E GUN HILL RD
THE BEST DELI & GRILL,10471,3473265537,-73.89861207,40.88952745,W 242ND ST
"WALGREEN EASTERN CO., INC.",11214,718-426-4182,-73.98624453,40.59735713,86TH ST
9 STARS DELI CORP,10453,3472261450,-73.90105675,40.85566827,GRAND CONCOURSE
NEILL GOURMET DELI LLC,10461,7186844050,-73.8567689,40.85312685,NEILL AVE
"MEHTA, VIPIN",10017,7189977666,-73.97258707,40.75331823,3 AVENUE
BBB DELI GROCERY CORP,10457,7189604307,-73.90197129,40.85323176,E 180TH ST
"YOGI 556, LLC",10463,7185484535,-73.90976778,40.88561181,W 235TH ST
ADAMZ DELI & GRILL CROP,11233,718-345-1555,-73.91676361,40.67357803,SARATOGA AVE
CYPRESS GRILL & DELI CORP,11385,3473075205,-73.90654913,40.7003372,CYPRESS AVE
AVENUE A DELI & FOOD INC.,10009,212-539-0151,-73.98571351,40.72304325,AVENUE A
IV SEASONS DELI GROCERY CORP I,11229,718-743-9403,-73.95339219,40.59915458,AVENUE U
THOMPSON FINEST DELI CORP.,10013,2123432336,-74.00453124,40.72261037,THOMPSON ST
"MATEO, JUANA B",10472,718-378-6396,-73.87131214,40.82828514,FTELEY AVE
"218 BAYSIDE OPERATING, LLC",11361,646-612-7350,-73.76371554,40.76112678,NORTHERN BLVD
ADEN GOURMET DELI CORP.,11211,7183878066,-73.95966224,40.71124283,ROEBLING ST
"SHAH, ARTI K.",10010,2129999999,-73.9809038,40.73788619,EAST   23 STREET
"ALANISSI, MAHONEY R",11693,7186344457,-73.81955582,40.60629609,CROSS BAY BLVD
LOW PRICE DELI AND GROCERY INC.,10310,7183900209,-74.12434948,40.63177629,CARY AVE
"LENOX TERRACE PHARMACY, INC.",10037,2122342050,-73.93859692,40.81314309,W 135TH ST
SAJOMA DELI GROCERY INC.,10034,2122268160,-73.92471264,40.8652322,VERMILYEA AVE
JUNCTION LOTTO AND STATIONARY INC.,11373,9175604448,-73.86576636,40.73653872,JUNCTION BLVD
"TRES K DELI, GROCERY, FRUIT AND MEAT INC.",10453,7184665534,-73.91361859,40.85004074,W TREMONT AVE
4710 CANDY STORE CORP,10470,347-776-8818,-73.85006131,40.90381283,WHITE PLAINS RD
"KOO & CO., INC.",11354,7183588801,-73.82949823,40.760414,39TH AVE
"GREENBERG, JOEL",10001,9176899177,-73.9877686,40.74978836,WEST   34 STREET
AK GOURMET MARKET CORP.,10002,212-349-8511,-73.9898928,40.71266026,MADISON ST
UNITED GROCERY & CANDY L.L.C.,10469,347-324-1706,-73.8484093,40.8715688,E GUN HILL RD
FAMOSA GROCERY CORP,11433,6315495768,-73.78157989,40.70401332,177TH ST
"OH, SUN LYE",10021,3473067955,-73.9547017,40.76554591,YORK AVENUE
AB MINI MART INC.,11214,7184818812,-73.99362957,40.60182905,86TH ST
DUANE READE,10011,718-386-6692,-73.99512117,40.73973488,AVENUE OF THE AMERICAS
Massola Management -881 Corp.,10019,7183607039,-73.98495389,40.76388503,8TH AVE
J & J GOURMET AND DELI INC,10460,3478831204,-73.86610453,40.83760575,ARCHER ST
"KIM, KI HWANG",11215,7187883116,-73.9907297,40.66049871,6TH AVE
J.V. Deli & Grocery Corp.,11216,9176076200,-73.94641586,40.68139082,MARCY AVE
WOODHAVEN FINEST DELI CORP,11421,6465334612,-73.85894579,40.69251826,JAMAICA AVE
"SWANSON, KELSHIA",10019,6463722637,-73.98184871,40.76628623,BROADWAY
"INTERNATIONAL NEWS & MAGAZINE, INC.",10028,2126283009,-73.95136079,40.77770375,E 86TH ST
MY FAMILY DELI GROCERY CORP.,10453,7182200105,-73.90456015,40.85527324,E 181ST ST
EMERALD FOOD STORE LLC,10458,718-367-1300,-73.89164778,40.86638886,BRIGGS AVE
DRIGGS MINI MART  INC,11211,3476237763,-73.96080891,40.71188001,S 3RD ST
AM DOLLAR INC,11385,7184187211,-73.91245678,40.70563925,SENECA AVE
BEN AL- HARBI DELI CORP,11220,347-223-4227,-74.01738957,40.6418552,4TH AVE
CANAL STREET NEWSTAND CORP.,10002,646-358-2928,-73.99178267,40.71485622,CANAL ST
"MEHTA, JALPA",10025,7189977666,-73.97273311,40.79335028,BROADWAY
2037 MEAT & GROCERY INC.,10029,2124267926,-73.943111,40.78971642,2ND AVE
TINTON GOURMET DELI CORP,10455,7184082045,-73.90547397,40.81509689,TINTON AVE
2031 WEBSTER FOOD CORP.,10457,7182200499,-73.8990324,40.85090995,WEBSTER AVE
BRIDGE DELI & GROCERY STORE #2 INC,11212,7189287414,-73.90406366,40.67068612,PITKIN AVE
"KOO & CO., INC.",11354,7183588801,-73.82760726,40.76020808,ROOSEVELT AVE
"Desai, Himansu",10022,917-805-5512,-73.97075965,40.75582374,3 AVENUE
93 Deli Inc.,10452,718-230-3668,-73.9180005,40.84627271,FEATHERBED LN
AMERIMEX DELI & GROCERY LLC,11103,7189326016,-73.91719938,40.75813621,BROADWAY
"GUN HILL ROAD DELI & GROCERY, INC",10467,718-882-2600,-73.87233916,40.87871475,E GUN HILL RD
FIVE STAR CONVENIENT STORE INC.,11377,7184245053,-73.89988439,40.74594951,ROOSEVELT AVE
"LOPEZ, SAMMY R",11221,6466418442,-73.91632027,40.69074901,EVERGREEN AVE
RORO 414 CORP,11205,646-842-6561,-73.96925096,40.69311661,MYRTLE AVE
Anshroop Corporation,11385,7183663608,-73.9042699,40.71284872,METROPOLITAN AVE
RENU SALES CORPORATION,10007,917-319-7496,-74.00788909,40.71500721,CHURCH ST
BROADWAY S/S INC,10033,212-543-0010,-73.9355695,40.85053267,BROADWAY
"EMARA, SAMI",10023,646-421-4915,-73.98209349,40.76889103,BROADWAY
A&T TOBACCO SHOP CORP,11213,9174994404,-73.93910115,40.67269173,ALBANY AVE
"SALEH, HASHEM M",10467,7186542429,-73.87554127,40.8796734,E GUN HILL RD
NOR-WAY SERVICE STATION INC.,11372,7186729200,-73.8752557,40.74855494,ROOSEVELT AVE
NAMDOR INC.,10065,2127213077,-73.95908185,40.7635631,1ST AVE
X-10 CANDY GROCERY INC.,10451,7189931549,-73.92249365,40.81794489,MORRIS AVE
P & D DELI CORP.,11419,7187413673,-73.82997334,40.68883404,101ST AVE
"MOJAJA, MINTO",10458,3475759532,-73.89138067,40.86170066,EAST  FORDHAM ROAD
KINGSBRIDGE TOBACCO & CONVENIENCE STORE INC,10458,6469325446,-73.89425149,40.86375911,E KINGSBRIDGE RD
J & K FOOD CENTER CORP,10465,7188922126,-73.82136279,40.8206459,QUINCY AVE
THE CANTEEN ON 13 CORP,11218,917-299-6201,-73.98583916,40.64107613,13TH AVE
DYCKMAN CONVENIENCE INC,10040,2125447727,-73.92484674,40.86173829,DYCKMAN ST
NATURAL FRESH MARKET CORP.,10003,917-262-0941,-73.98981146,40.72567865,2ND AVE
BOLLA OPERATING CORP.,11417,5165126125,-73.8432481,40.67280967,CROSSBAY BLVD
GHAMDAN GOURMET DELI INC,11221,718-443-1105,-73.93029137,40.68918831,MALCOLM X BLVD
"VARGAS, RONIS",10463,718-543-4949,-73.89944394,40.88473047,W 238TH ST
HANDY CANDY INC,10118,2126951375,-73.98464341,40.7483415,5TH AVE
HYLAN AUTO SERVICE LLC,10305,7186680594,-74.08661197,40.59405351,HYLAN BLVD
11TH AVE. DISCOUNT COMPANY CORP.,11219,718-491-1268,-74.00797231,40.62668854,11TH AVE
WEST GAS INC.,10462,9146548900,-73.8490532,40.8348043,WESTCHESTER AVE
"VADHAN, KAMINI A",10001,9179073005,-73.99335942,40.7472362,7 AVENUE
215 FANTASTIC DELI CORP,10026,,-73.95330686,40.80355718,W 116TH ST
CITY DELI CORP,11693,9173709549,-73.81141558,40.58755248,ROCKAWAY BEACH BLVD
"JFP GROCERY & DELI, INC.",11412,7185253875,-73.75123542,40.69473752,LINDEN BLVD
"CHECO, REUTILIO A",11237,7183668030,-73.90759004,40.6935118,HALSEY ST
"MOZID, SAYEDA F",11372,718-779-5888,-73.89240835,40.74713673,73 STREET
UTICA DELI GOURMET INC,11213,7187714140,-73.9310544,40.66962951,UTICA AVE
BROADWAY AROME CAFE LLC,10007,732-817-1400,-74.00478691,40.71599824,BROADWAY
"NANA MINI MARKET, CORPORATION",11208,7184503418,-73.87473065,40.67654273,CRYSTAL ST
"SHRADDHA 64, INC",10065,2128881064,-73.96604813,40.76517104,LEXINGTON AVE
JASON & HARRY FOOD CORP.,10019,646-207-2747,-73.98119235,40.76394212,7TH AVE
"J & J NEWS, INC.",10158,2123087311,-73.97568182,40.74907555,3RD AVE
OM DELI CORP,10307,7183171170,-74.2469772,40.50914304,MAIN ST
BEDFORD CONVENIENCE INC,11249,3476237763,-73.95684393,40.71866913,BEDFORD AVE
"EMARA, SAMI",10128,9175359997,-73.94933312,40.78519326,EAST   96 STREET
840 ST. NICHOLAS FOOD CORP.,10031,2129263571,-73.94215974,40.82883374,SAINT NICHOLAS AVE
"RITE AID OF NEW YORK, INC.",11104,212-791-5795,-73.91912483,40.74498475,43RD AVE
M & D WARSAW'S POLISH DELI CORP.,11218,7189345651,-73.98481639,40.63860843,14TH AVE
FULTON MINIMARKET CORP,11208,4078026627,-73.87642498,40.68243759,FULTON ST
KAJOL CONVENIENCE INC,11373,7187600076,-73.86570111,40.7366896,57TH AVE
"AO PETROLEUM, INC.",11236,2123852122,-73.89240802,40.64901948,FLATLANDS AVE
CUEVAS DELI GROCERY CORP,10456,7189451000,-73.9017896,40.83184208,FRANKLIN AVE
"GREEN TEA DELI, INC.",11101,7184334322,-73.93735822,40.75128982,41ST AVE
"SHAIBI, YASEEN A & SHAIBI, TAHA A",10462,7184094066,-73.86417647,40.85443955,LYDIG AVE
"310 DELI & CONVENIENCE, INC.",11238,718-789-2538,-73.97257505,40.67731855,FLATBUSH AVE
DUANE READE,10011,718-386-6692,-74.00001082,40.73298564,AVENUE OF THE AMERICAS
BARAA DELI AND GROCERY INC,10034,6464203994,-73.92243456,40.86244208,NAGLE AVE
FLUSHING AVE DELI & GROCERY INC.,11378,7183262500,-73.90203403,40.72228333,FLUSHING AVE
"AL-JANNAT, INC.",10012,212-673-5555,-73.99825733,40.72889045,LAGUARDIA PL
ATLIXCO DELI GROCERY INC.,11385,7183660938,-73.91152521,40.70369524,MENAHAN ST
CONDUIT GAS & MART INC,11208,917-544-9900,-73.86814779,40.67643381,CONDUIT BLVD
"SAJOMA MINI MARKET, INC.",10452,7186819517,-73.92187053,40.84094243,EDWARD L GRANT HWY
BROAD STREET SUPERMARKET CORP.,10304,7182736693,-74.08044797,40.62431662,BROAD ST
"BONILLA, CARLOS M.",11206,7183844187,-73.94445696,40.70441576,MANHATTAN AVE
GOLD SEA TRADING INC,11372,7188980788,-73.88366283,40.74765248,ROOSEVELT AVE
"URENA, LUIS T.",11226,7184216013,-73.95461795,40.63945411,FLATBUSH AVE
"PARIKH, AMITA A",10024,2127691182,-73.97805875,40.78642097,BROADWAY
ALPHA DELI & GROCERY CORP.,10472,347-224-0974,-73.86832234,40.8327035,E 172ND ST
THE NEW BROTHERS GROCERY INC.,11220,718-439-1801,-74.01694917,40.63871523,5TH AVE
METRO PARKSLOPE GOURMET INC,11215,3479686987,-73.98910251,40.67055269,9TH ST
B & X 99 CENTS & UP INC.,11374,9176670450,-73.85495735,40.72739929,QUEENS BLVD
DUANE READE,10022,718-386-6692,-73.96755959,40.760069,3RD AVE
128 M DELI & GROCERY INC,11419,7183740037,-73.81695207,40.68902542,LIBERTY AVE
P&C DELI GROCERY CORP.,11432,917-749-0937,-73.80760319,40.7148769,PARSONS BLVD
"B.U.P. PLACE, INC.",10019,2122653434,-73.97569847,40.76280477,W 56TH ST
98-02 SUPERIOR DELI CORP.,11369,7184240477,-73.87120139,40.76229892,ASTORIA BLVD
SUNRISE FOOD & CANDY INC,10002,2125333327,-73.98049144,40.71663621,COLUMBIA ST
DIYA DISCOUNT LLC,10309,7183178903,-74.20112906,40.52568502,SEGUINE AVE
BOLLA OPERATING CORP.,11231,5165126125,-73.99918527,40.67319367,HAMILTON AVE
CONEY ISLAND FOOD CORP I,11224,718-265-5247,-73.97996634,40.57939698,NEPTUNE AVE
SOHO FINEST MARKET CORP.,10013,347-280-2005,-74.00459618,40.72256645,THOMPSON ST
BROADWAY GOURMET DELI CORP,10032,3479904857,-73.94544071,40.83327629,BROADWAY
21 ST DELI GROCERY INC.,11101,3476787592,-73.94192014,40.75559323,40TH AVE
"HILLTOP GROCERY OF NY, INC.",11432,7186570078,-73.8029665,40.70801262,PARSONS BLVD
Woodlawn & Jerome Corp.,10467,212-987-4943,-73.87923752,40.88537531,JEROME AVE
RAFAEL A TAVERAS,11207,718-235-2177,-73.89751496,40.65572966,SNEDIKER AVE
P & E GROCERY CORP.,11215,718-369-7701,-73.9810091,40.65965212,PROSPECT PARK W
DUANE READE,10025,718-386-6692,-73.97265723,40.79344083,BROADWAY
Dollar Express Stores LLC,11434,7186591401,-73.76693706,40.68226517,MERRICK BLVD
MOES 1 GOURMET DELI CORP,10039,347-369-3091,-73.94168053,40.82314096,FREDERICK DOUGLASS BLVD
"RAJAN, MANOJ",10006,2019936688,-74.0129631,40.70777155,TRINITY PLACE
