NAME,TEL,ADDRESS,ZIP,LAT,LON
4 Chambers Fine Art,(212) 414-1169,522 West 19th Street,10011,40.74548098,-74.00711819
5 Robin Rice Gallery,(212) 366-6660,325 W 118th St,10026,40.8060391,-73.95513651
531 Artspace,(718) 388-6087,531 Graham Ave,11222,40.72132182,-73.94713438
73 St Farmers Market,(212) 879-3500,1368 York Ave,10021,40.76730472,-73.95301546
A Clean Well Lighted Place Inc,(212) 255-3656,363 Bleecker St,10014,40.73453611,-74.00455563
A J ARTS LTD,(718) 763-5473,6208 MILL LN,11234,40.61860965,-73.91691325
A.I.R. Gallery,(212) 966-0799,40 Wooster St,10013,40.72220574,-74.00247724
AAA-Abbey Mdsng Co Inc,(718) 253-8830,618 Coney Island Ave,11218,40.64223849,-73.96993064
Abada Felix Inc,(212) 427-8731,1556 3rd Ave,10128,40.77982819,-73.95369907
Aberbach Fine Art,(212) 988-1100,41 E 57th Street,10022,40.76234165,-73.97156739
Aca Galleries,(212) 206-8080,529 W 20th St,10011,40.74666372,-74.00671307
Ace Gallery,(212) 255-5599,275 Hudson St,10013,40.72518059,-74.0080057
Acquavella Galleries Inc,(212) 734-6300,18 E 79th St,10021,40.776242,-73.96264903
Adam Baumgold Fine Art,(212) 861-7338,74 E. 79th St.,10021,40.77566375,-73.9610758
Adam Williams Fine Art Ltd,(212) 249-4987,24 East 80th Street,10075,40.77696724,-73.96206754
Adams Fund Art Buyers,(212) 873-2633,330 W 72nd St,10023,40.78013539,-73.98593597
Adams George Gallery,(212) 644-5665,41 W 57th St,10019,40.76409153,-73.97614893
Adelson Galleries,(212) 439-6800,219 E 82nd St,10028,40.77602747,-73.95485348
Adler & Conkright Fine Art Llc,(212) 772-7509,24 E 71st St,10021,40.77097524,-73.96624092
African Arts Center Inc,(212) 244-6914,615 W 27th St,10001,40.75191958,-74.00566649
Africart Motherland Inc,(212) 368-6802,2478 Frederick Douglas Blvd,10027,40.81484874,-73.94739591
Agora Gallery,212-226-4151,530 W 25th St,10001,40.74943954,-74.00462798
Akira Ikeda Gallery,(212) 366-5449,17 Cornelia St,10014,40.73159806,-74.0019872
Alan Brasington Inc,(212) 366-9996,23 8th Ave,10014,40.73792128,-74.00465112
Alaska on Madison,(212) 879-1782,1065 Madison Ave,10028,40.77729595,-73.96107281
Alexander and Bonin,(212) 367-7474,132 10th Ave,10011,40.7446874,-74.00599211
Alexander's Sculptural Svce,(212) 867-8866,117 E 39th St,10016,40.74998353,-73.97794942
Alexandre Gallery,(212) 755-2828,41 E 57th St,10022,40.76226849,-73.97161806
Alliance of Queens Artists,(718) 520-9842,99-10 Metropolitan Ave.,11375,40.71066978,-73.85334629
Blum Peter-Blum Arts,(212) 343-0441,99 Wooster St,10012,40.7245907,-74.00107688
Alter Silver Gallery Corp,(212) 750-1928,1050 2nd Ave,10022,40.75820702,-73.96574831
American European Fine Art Inc,(212) 517-4010,115 E 89th St,10128,40.78188518,-73.95473278
American Fine Arts Co,(212) 941-0401,530 W 22nd St,10011,40.74749327,-74.0061075
American Folk Art Museum - Eva and Morris Feld Gallery,(212) 595-9533,2 Lincoln Square,10023,40.77314532,-73.98142236
Ameringer & Yohe Fine Arts,(212) 445-0051,525 West 22nd Street,10011,40.7476769,-74.00570231
Amos Eno Gallery,(718) 237-3001,111 Front Street,11201,40.70283986,-73.98909224
An American Space,(212) 426-2879,118 E 92nd St,10128,40.78347688,-73.95373195
Ancient Art of the New World Inc,(212) 737-3766,525 E 72nd St,10021,40.76900976,-73.95334299
Andover Gallery,(212) 473-1722,60 Rivington St,10002,40.72083117,-73.99023923
Andrew Edlin Gallery,(212) 206-9723,134 Tenth Avenue,10011,40.74469818,-74.00584416
Andy Warhol Authentication Board Inc,(212) 727-1735,525 W 20th St,10011,40.74649764,-74.00657819
Angel Orensanz Foundation,(212) 780-0175,172 Norfolk St,10002,40.72114259,-73.98566579
Anita Friedman Fine Arts,(212) 472-1527,980 Madison Ave,10021,40.77479505,-73.96348525
Annex the,(646) 638-3785,601 W 26th St,10001,40.75175124,-74.00726919
Annie Yau Gallery,(212) 580-2980,173 W 88th St,10024,40.78882752,-73.97318629
Annina Nosei Gallery,(212) 741-8695,528 W 22nd St,10011,40.74745711,-74.00603307
Anthony Grant Inc,(212) 755-0434,37 W 57th St,10019,40.76403092,-73.97595129
Antik,(212) 343-0471,104 Franklin St,10013,40.71861368,-74.00559643
Antiquarium Fine Ancient Arts Gallery Ltd,(212) 734-9776,948 Mad Ave,10001,40.7737083,-73.96448584
Anton Kern Gallery Inc,(212) 965-1706,532 W 20th St,10011,40.74626699,-74.00716258
Apex Art,(212) 431-5270,291 Church St,10013,40.71902942,-74.00442891
April's Gallery,(212) 694-4538,501 W 145th St,10031,40.82550711,-73.94779848
Arader W Graham Gallery,(212) 628-3668,29 E 72nd St,10021,40.77191981,-73.96506781
Arash Gallery,(212) 759-4999,1051 2nd Ave,10022,40.75835498,-73.96632495
Arcadia Fine Arts,(212) 965-1387,51 Greene St,10013,40.72233561,-74.00191255
Archibald Arts,(212) 247-5087,602 10th Ave,10036,40.76045676,-73.99447222
Archive Consulting & Management Services,(212) 242-7767,511 W 25th St,10001,40.74945619,-74.00406816
Ariel Meyerowitz Gallery,(917) 685-0089,4720 Center Blvd.,11109,40.74562272,-73.9572054
Ariston Development Group,(212) 924-1688,78 Horatio St,10014,40.73863045,-74.00720672
Arleen G Becker Gallery Inc,(347) 525-7074,200 Lexington Avenue,10022,40.74557328,-73.98078712
Art & Interiors Inc,(212) 754-9900,979 3rd Ave,10022,40.76095558,-73.96625646
Art Advice Corporate Art Consultants,(212) 683-5611,200 E 33rd St,10016,40.74457207,-73.97844633
Art Advisory Svces Inc,(212) 935-1272,530 Park Ave,10065,40.76400119,-73.96938236
Art Asap,(212) 258-3598,444 W 50th St,10019,40.76416275,-73.99102179
Art Auction Advisory Svces,(212) 935 1272,530 Park Avenue,10065,40.76406092,-73.96934511
Art Avenues Inc,(212) 874-6305,240 W End Ave,10023,40.77886825,-73.98484183
Art Finds,(212) 724-4132,140 Riverside Dr,10024,40.79017492,-73.97973389
Blumka Gallery,(212) 734-3222,209 E 72nd St,10021,40.76968728,-73.95986032
Art Gallery & Custom Framing,(212) 473-6802,799 Broadway,10003,40.73243385,-73.99179293
Art In General,(212) 219-0473,79 Walker St,10013,40.7180947,-74.00187734
Art Loft Gallery,(212) 343-3005,199 Lafayette St,10012,40.72119226,-73.99773834
Art Merchandising and Media Inc,(212) 759-0777,26 E 64th St,10021,40.76668459,-73.96958163
Art Metaphysics Education,(212) 736-0999,323 W 39th St,10018,40.75606799,-73.99233661
Art Placement International,(212) 517-8740,957 Park Ave,10028,40.77733033,-73.95878267
Art Projects International Inc,(212) 343-2599,429 Greenwich St,10013,40.72229804,-74.00940343
Art Resources Transfer Inc,(646) 486-2387,210 11th Ave,10001,40.74998457,-74.00595091
Art Student Showcase Inc,(212) 941-9471,248 Lafayette St,10012,40.72310856,-73.99720726
Art Vue,(212) 995-2008,441 3rd St,11215,40.67152952,-73.98009836
Art Wise,(212) 989-3348,133 W 25th St,10001,40.74498904,-73.993242
Arte Primitivo-Howard S Rose Gallery,(212) 570-6999,3 E 65th St,10021,40.76784299,-73.9692938
Artefina International Inc,(718) 946-7948,246 Avenue U,11223,40.59654737,-73.97523366
Artemis Fine Arts Inc,(212) 288-8488,23 E 73rd St,10021,40.7727904,-73.96520339
Artenova Ltd,(212) 581-8815,1780 Broadway,10019,40.76647975,-73.98126403
Arterres,(212) 343-1196,242 Lafayette St,10012,40.72287262,-73.99715508
Artique-the Art of Framing Inc,(212) 665-0549,2580 Broadway,10025,40.79532709,-73.97067461
Artist Prod Gallery,(212) 477-5699,448 Broadway,10013,40.72034082,-74.0008502
Artists Space,(212) 226-3970,38 Greene St,10013,40.72169943,-74.0018757
Artlife Gallery,(212) 255-9900,155 Ave of the Americas,10013,40.725415,-74.00476655
Art-Lore Inc,(718) 389-7988,1155 Manhattan Ave,11222,40.73806576,-73.95578569
Artrepreneur,(212) 861-3156,945 5th Ave,10021,40.77469948,-73.96511389
Arts Action Research,(718) 797-3661,423 Atlantic Ave,11217,40.68664178,-73.98338749
Arts at University Settlement/Speyer Hall,(212) 674-9120,185 Eldridge St.,10002,40.72068015,-73.9911973
Arts Du Monde,(212) 243-4477,40 W 25th St,10010,40.74358397,-73.99092836
Arts India,(212) 725-6092,206 5th Ave,10010,40.74320506,-73.98879876
Arts Proper International Inc,(212) 586-2810,24 W 57th St,10019,40.76346975,-73.97562042
Artscope Inc,(212) 838-0475,502 Park Ave,10022,40.76325412,-73.97009199
Ash Fine Art,(212) 734-0100,51 E 78th St,10021,40.77553584,-73.96183533
Asher Gallant Gallery,(212) 755-6770,62 E 55th St,10022,40.7606796,-73.97259126
Ashione Art Gallery,(212) 229-0899,41 Perry St,10014,40.7357165,-74.00280458
Ashoka Crafts,(212) 579-9040,202 W 77th St,10024,40.78157133,-73.97994523
Atelier A-E Ent,(212) 620-8103,35 West 23rd Street,10010,40.74237389,-73.99087594
Atelier International Art Group Inc,(212) 431-0630,594 Broadway,10012,40.72480609,-73.99671188
Atlantic Gallery,(212) 219-3183,135 West 29th St,10001,40.74746646,-73.99143108
Atmosphere Galleries Inc,(212) 343-9115,134 10th Ave,10011,40.74476247,-74.00600863
Audiello Fine Art Inc,(212) 675-9082,526 W 26th St,10001,40.75009455,-74.00442202
Audrey C Art & Jewels,(212) 755-8979,167 E 61st St,10021,40.76324997,-73.9657204
Australian Aboriginal Fine Art Gallery Of New York,(917) 459-8874,1255 5th Ave,10029,40.79501691,-73.95015416
Av Art Gallery & Custom Framing Inc,(646) 486-3781,235 8th Ave,10011,40.74461575,-73.99938014
Available Art Llc,(917) 237-1668,204 Dean St,11217,40.68530879,-73.98529286
AVC Contemporary Arts Gallery,(212) 888-1122,41 E. 57th St.,10022,40.76218379,-73.97167803
Avshalom Eitan Fine Arts,(212) 928-0760,461 Fort Washington Ave,10033,40.85075794,-73.93866148
Axelle Fine Art,(718) 246-1800,312 Atlantic Ave,11201,40.68807778,-73.98851198
Axelle Fine Arts Gallery Ltd,(212) 226-2262,148 Spring St,10012,40.724118,-74.00149048
Aztec Marketing Co,(212) 791-3317,90 John St,10038,40.70789857,-74.00648309
Back To Africa Imports,(212) 462-4848,6 W 26th St,10010,40.74347151,-73.98868277
Back To Roots Inc,(718) 649-3297,440 Montauk Ave,11208,40.66731504,-73.87589511
Bag One Arts,(212) 595-5537,110 W 79th St,10024,40.78195248,-73.97606172
Balalaika Arts & Crafts From Russia & Former Ussr,(212) 722-2594,313 E 95th St,10128,40.78336845,-73.94657506
BALMAR REALTY,(212) 702-0132,155 E 55TH ST,10022,40.75945091,-73.96906466
Barbara Gladstone Gallery,(212) 206-9300,515 W 24th St,10011,40.7488804,-74.00450715
Baron Boisante Editions,(212) 924-9940,421 Hudson St,10014,40.72988711,-74.00725575
Barrington Gallery of London Ltd,(212) 302-9546,572 5th Ave,10036,40.75650243,-73.97908152
Bayo Studios,1-800-939-2296,210 Varet Street,11206,40.70365264,-73.93513086
Beadleston Gallery,(212) 581-7544,724 5th Ave,10019,40.76260577,-73.97451739
Behr Thyssen Ltd,(212) 431-7459,165 Hudson Street,10013,40.7221639,-74.00854193
Belanthi,(718) 624-9420,142 Court St,11201,40.68920182,-73.9929238
Bellwether Gallery,(212) 929-5959,134 10th Ave,10011,40.74473102,-74.00592594
Bench Dogs,(718) 486-7338,60 Broadway,11211,40.71032151,-73.96628258
Benedetti Gallery Inc,(212) 226-2238,52 Prince St,10012,40.72326204,-73.99603744
Bernarducci Meisel Gallery,(212) 593-3757,37 W 57th St,10019,40.764065,-73.97603744
Bernstein David Primitive Art,(212) 794-0389,737 Park Ave,10021,40.77042906,-73.96377491
Berry-Hill Galleries Inc,(212) 744-2300,11 E 70th St,10021,40.77084483,-73.96674309
Beverly Sacks Fine Art,(212) 583-9798,229 E 60th St,10022,40.76175802,-73.96480041
Beyond the Wall,(212) 622-7350,529 5th Ave,10017,40.75443328,-73.97967537
BICYCLE PAINTINGS.COM,(917) 771-8537,106 Ridge Street,10002,40.71868692,-73.98314703
Big Cat Gallery,(212) 982-6210,154 Orchard Street,10002,40.72079933,-73.98866228
Bill Bace Gallery,(212) 219-0959,39 Wooster St,10013,40.72252117,-74.00271112
Bill Hodges Gallery,(212) 333-2640,24 W 57th St,10019,40.763437,-73.97553999
Bitforms,(212) 366-6939,529 W 20th St,10011,40.74649787,-74.0068296
Black & Black Art Gallery,(718) 658-9203,9215 Merrick Blvd,11433,40.7054239,-73.79336576
Black & White Gallery Inc,(718) 599-8775,483 Driggs Ave,11211,40.71844238,-73.95464223
Bleier Milton A Corp,(212) 533-1730,386 Park Ave,10016,40.75960676,-73.97287193
Blue Mountain Gallery Inc,(646) 486-4730,530 W 25th St,10001,40.74923625,-74.00476842
Bodanna Inc,(212) 388-0078,123 E 7th St,10009,40.72652721,-73.98411975
Bolivar Arellano Gallery,(212) 420-1263,420 E 9th St,10009,40.72761183,-73.98391618
Bonakdar Jancou Gallery,(212) 414-4144,521 W 21st St,10011,40.74700169,-74.00611786
BORDEN JANET INC,(212) 431-0166,560 BROADWAY,10012,40.7240463,-73.99768478
Bose Pacia Modern,(212) 989-7074,508 W 26th St,10001,40.74976022,-74.00359349
Bound and Unbound,(212) 463-7348,601 W. 26th St,10001,40.75159814,-74.00687162
Bowery Gallery,(646) 230-6655,530 W 25th St,10001,40.74926984,-74.00484544
Brenda Taylor Gallery,(212) 463-7166,511 W. 25th Street,10001,40.74935025,-74.00382577
Bridgewater Gallery of Fine Arts Inc,(212) 674-3650,176 East 3rd Street,10009,40.72292592,-73.98412586
Bronx River Art Center,(718) 589-5819,1087 East Tremont Ave,10460,40.84059709,-73.87815507
Brooke Alexander Gallery,(212) 925-4338,59 Wooster St.,10012,40.72320925,-74.00226166
Brooklyn Arts Exchange,(718) 832-0018,421 Fifth Ave.,11215,40.66976942,-73.98543282
Brooklyn Fireproof,(718) 456-7570,119 Ingraham St,11237,40.70788793,-73.92918028
Broome Street Gallery the,(212) 226-6085,498 Broome St,10013,40.72338629,-74.00262453
Bruce Palmer Galleries,(212) 595-6651,180 Riverside Drive,10024,40.79219979,-73.97712674
Bruce Silverstein Gallery,(212) 627-3930,504 W. 22nd St.,10011,40.74712573,-74.00514719
Bruton Gallery Inc,(212) 980-1640,40 E 61st St,10021,40.76431098,-73.96984506
Buzzco Assoc Inc,(212) 473-8800,33 Bleecker St,10012,40.72583067,-73.99375529
C & M Arts,(212) 861-0020,45 E. 78th St.,10021,40.77561747,-73.96202951
Caelum Gallery,(212) 924-4161,526 W 26th St,10001,40.75002305,-74.00446732
Caldwell Snyder Gallery,(212) 387-0208,451 W Broadway,10012,40.72589116,-74.00041761
Candyland Films,(212) 219-2500,446 Broadway,10013,40.72028153,-74.00091722
Caravan International Co,(212) 772-7160,210 E 86th St,10028,40.77813815,-73.95350252
Carboni Inc,(212) 944-1566,2 W 45th St,10036,40.75545955,-73.98021698
Carley Ann M Atty,(212) 334-7993,73 Spring St,10012,40.72263369,-73.99736114
Carlton Rochell,(212) 759-7600,41 E 57th St,10022,40.76238725,-73.97170664
Carnegie Frame Inc,(212) 307-7240,160 W 55th St,10019,40.76385541,-73.98077112
Cartoon Gallery,(718) 793-4714,7028 Austin St,11375,40.72038139,-73.84605039
Cartoonews Gallery,(212) 223-4666,721 5th Ave,10022,40.76231329,-73.97410777
Casa Linda Galleries Inc,(212) 534-1847,300 E 95th St,10128,40.78335247,-73.947383
Casey M Kaplan Inc,(212) 645-7335,416 W 14th St,10014,40.7411325,-74.00652923
Catherine Conway Inc,(212) 627-9344,112 W 13th St,10011,40.73684463,-73.9982052
Cavaliero Fine Arts,(212) 947-1031,242 W 36th St,10018,40.75282327,-73.99156926
Cavin-Morris,(212) 226-3768,560 Broadway,10012,40.72389909,-73.99779868
Cds Gallery,(212) 772-9555,74 E 79th St,10075,40.77570414,-73.96117092
Celtic Art,(718) 482-7624,2415 Jackson Ave,11101,40.74640143,-73.94476783
Century Artists Inc,(212) 367-7072,530 W 25th St,10001,40.74941973,-74.00473558
Ceres Gallery,(212) 947-6100,547 W 27th St,10001,40.75132406,-74.00452369
Ceres Gallery,(212) 226-4725,584 Broadway,10012,40.72479496,-73.99703729
Cfm Gallery,(212) 966-3864,112 Greene St,10012,40.72457191,-73.9994251
Chappell Gallery,(212) 414-2673,526 W 26th St,10001,40.75015743,-74.00446166
Chat Noir Design,(212) 567-5223,295 Bennett Ave,10040,40.85929737,-73.93207459
Cheim & Read,(212) 242-7727,547 W 25th St,10001,40.75001941,-74.00513583
Chelsea Ceramic Guild,(212) 243-2430,233 W 19th St,10011,40.7423876,-73.99869441
China 2000,(212) 588-1198,5 E 57th St,10022,40.76285383,-73.97319627
China 2000 Fine Arts,(212) 472-9800,434A East 75th Street,10021,40.76900976,-73.95334299
Chinatown Frame & Art Inc,(212) 219-2828,40 Elizabeth St,10013,40.71670513,-73.99658768
Chinoh Art Gallery,(212) 255-0377,69 5th Ave,10003,40.73615406,-73.99315956
Chowder Inc,(212) 352-0202,15 W 18th St,10011,40.73915341,-73.99281171
Christiane Nienaber Contemporary Art,(212) 358-0577,191 Chrystie St,10002,40.72199731,-73.99227383
Christine Burgin Gallery,(212) 462-2668,243 W 18th St,10011,40.74199886,-73.99954508
Cinque Gallery,(212) 966-3464,560 BROADWAY,10012,40.72397735,-73.99759294
Claire Oliver Fine Arts Inc,(212) 929-5949,513 West 26th Street,10001,40.75008883,-74.00338485
Clampart,(646) 230-0020,531 W 25th St,10001,40.74977518,-74.0046388
Clementine Gallery,(212) 243-5937,623 W 27th St,10001,40.75209329,-74.00610794
Clinton Hill Simply Art & Framing,(718) 857-0074,583 Myrtle Ave,11205,40.69419974,-73.96081859
Coda Gallery,(212) 334-0407,472 Broome St,10013,40.72289524,-74.00156429
Cole Sylvan Gallery,(212) 333-7760,101 W 57th St,10019,40.7646577,-73.9773564
College of Staten Island - Center for the Arts,(718) 982-2000,2800 Victory Blvd.,10314,40.59966212,-74.14969499
Columbia University - Miriam and Ira D.Wallach Art Gallery,(212) 854-7288,1190 Amsterdam Ave,10025,40.80854103,-73.9604169
Columbus Art Gallery Inc,(212) 875-1678,588 Columbus Ave,10024,40.78831274,-73.97130508
Columbus Circle Gallery,(212) 489-6694,1800 Broadway,10019,40.7673376,-73.98122765
Commerce Graphics Ltd Inc,(212) 517-7648,504 E 74th St,10021,40.76774168,-73.95232973
Common Ground,(212) 620-3122,55 W 16th St,10011,40.73868808,-73.99533453
Conner Rosenkranz,(212) 517-3710,19 E 74th St,10021,40.77346566,-73.96490959
Contemporary African Art,(212) 749-8848,330 W 108th St,10025,40.80321374,-73.96880032
Contemporary art gallery in Chelsea. Wooster Gardens,(212) 929-2262,558 Broadway,10012,40.72367259,-73.9975943
Cook Fine Art,(212) 737-3550,1063 Madison Ave,10028,40.77724264,-73.96110243
Coploff Gallery,(212) 674-1024,526 W. 26th Street,10001,40.75002047,-74.00455453
Cordier & Ekstrom Inc,(212) 988-8857,417 E 75th St,10021,40.76951266,-73.95352973
"Corning Gallery at Steuben, The",(646) 497-3744,667 Madison Ave.,10017,40.76449625,-73.97028166
Cowles Charles Gallery Inc,(212) 925-3500,537 W 24th St,10011,40.74933736,-74.00542084
Creative Art USA Inc,(212) 727-7119,30 Vandam St,10013,40.72615456,-74.00497462
Crg Art Gallery,(212) 229-2766,535 W 22nd St,10011,40.74779197,-74.00613862
Criswick Assoc,(212) 490-2337,325 E 41st St,10017,40.74901948,-73.97180489
Crown Art Gallery Inc,(212) 757-8255,1609 Broadway,10019,40.76062954,-73.98510259
Crystal Art Gallery,(212) 725-5668,230 5th Ave,10001,40.74413705,-73.98844468
Cuban Art Space,(212) 242-0559,231 West 29th Street,10001,40.74865954,-73.99422633
Cuchifritos,(212) 598-4124,120 Essex St,10002,40.71913487,-73.98763036
Culture Art Gallery Llc,(212) 226-8921,415 W Broadway,10012,40.72477529,-74.00137305
Culture Crossing Inc,(212) 427-2220,40 E 94th St,10128,40.78558211,-73.9546693
Curatorial Art Advisory Service,(212) 463-0586,5 E 16th St,10003,40.73721434,-73.99183911
Cypher Editions,(212) 274-0272,22 Wooster St,10013,40.72152348,-74.00306023
Czech Center,(646) 422-3399,321 E 73rd St,10021,40.76912229,-73.956422
Dactyl Foundation for the Arts,(212) 219-2344,64 Grand St.,10013,40.72232072,-74.00318448
Dai Ichi Arts,(212) 230-1680,249 E 48th St,10017,40.75395456,-73.96959312
Dalva Brothers Inc,(212) 717-6600,52 East 77th Street,10075,40.77466685,-73.96290104
D'amelio-Terras,(212) 352-9460,525 W 22nd St,10011,40.74761065,-74.00555202
Damp Frog Productions Inc,(212) 226-6361,1 Orchard St,10002,40.71457046,-73.99227136
Danese,(212) 223-2227,535 W 24th St,10011,40.74917263,-74.00526783
Danette Koke Fine Art,(212) 206-6566,55 Bethune St,10014,40.73679551,-74.00855042
Daniel H Roberts Studio,(617) 728-4477,9 Desbrosses Street,10013,40.7232345,-74.00910863
David Killen Fine Arts,(212) 426-0079,1641 3rd Ave,10128,40.78201539,-73.95066796
David Nolan New York,(212) 925-6190,527 W 29th St,10001,40.75221446,-74.00267818
Davis Leron Galries,(212) 838-0333,746 Madison Ave,10021,40.76723679,-73.96910832
DC Moore Gallery,(212) 247-2111,724 5th Ave,10019,40.76266951,-73.97447205
Dca Gallery,(212) 255-5511,525 W 22nd St,10011,40.74755765,-74.00542352
De Nagy Tibor Art Gallery,(212) 262-5050,724 5th Ave,10019,40.76270743,-73.97457853
Dean Andree M,(212) 831-0402,1035 Park Ave,10028,40.77982311,-73.95706273
Debs & Co,(212) 643-2070,531 W 26th St,10001,40.75017475,-74.00385234
Greer Gallery Inc,(212) 431-6025,81 Wooster St,10012,40.72393891,-74.00186315
Grimm Jay Gallery,(212) 564-7662,505 W 28th St,10001,40.75105951,-74.00212168
Guggenheim Asher Assocs Inc,(212) 242-5767,138 W 13th St,10011,40.73724886,-73.99906221
Guggenheim Asher Assocs Inc,(212) 772-3888,138 W 13th St,10011,40.73718458,-73.99910998
Guy Regal Ltd,(212) 888-2134,223 E 60th St,10022,40.76188644,-73.96495627
Hall & Knight U S A Ltd,(212) 772-2266,21 E 67th St,10021,40.76891016,-73.96794455
Hammer Galleries,(212) 644-4400,33 W 57th St,10019,40.7640147,-73.97573457
Hanover Sq Gallery,(212) 344-4406,202 Park Place,11238,40.67698834,-73.97128381
Harari & Johns Inc,(212) 772-3380,63 E 82nd St,10028,40.77810558,-73.95977553
Harlan & Weaver Intaglio,(212) 925-5421,83 Canal St,10002,40.71550208,-73.99305509
Harlem Art Gallery,(212) 831-5333,86 W 119th St,10026,40.80361809,-73.94805169
Hazlitt Gooden & Fox,(212) 772-1950,17 E 76th St,10021,40.77471647,-73.96400124
Healing Arts,(718) 384-6773,135 Wythe Ave.,11211,40.71967845,-73.96002002
Heilman Phillip Douglas,(212) 787-1759,1336 Dekalb Ave,11221,40.69848967,-73.924937
Heller Gallery,(212) 414-4014,420 W. 14th St.,10014,40.74120765,-74.00672064
Helly Nahmad Gallery Inc,(212) 879-2075,975 Madison Ave,10021,40.77441643,-73.96323779
Hemingway African Gallery,(212) 838-3650,1050 2nd Ave,10022,40.75812414,-73.96554577
Henoch Gallery,(917) 305-0003,555 W 25th St,10001,40.75002819,-74.00531476
Hirschl & Adler Galleries,(212) 535-8810,21 E. 70th St.,10021,40.77076084,-73.96647641
Historical Design Collection Inc,(212) 593-4528,306 E 61st St,10021,40.76138938,-73.96284773
Hochman Irena Fine Art Ltd,(212) 772-2227,1100 Madison Ave,10028,40.77848561,-73.96078341
HOFFELD JEFFREY & CO,(212) 996-6339,360 E 88TH ST,10128,40.77816244,-73.9489083
Holmberg I,(212) 545-9155,280 Madison Ave,10016,40.75150285,-73.98065902
Honda Fine Art,(212) 477-4086,55 Great Jones St,10012,40.72642838,-73.9924632
Hoorn-Ashby Gallery,(212) 628-3199,766 Madison Ave,10021,40.76788288,-73.96860379
Horan Vivian Fine Art,(212) 517-9410,35 E 67th St,10021,40.76853707,-73.96707384
Horus Art Enterprises,(212) 688-8729,200 E 65th St,10021,40.76480382,-73.96351076
Howard Greenberg Gallery,(212) 334-0010,41 E 57th St,10022,40.76244505,-73.97186783
Howard Nowes Ancient Art,(917) 339-0620,1220 Broadway,10001,40.7469112,-73.98814827
Howard Scott Gallery,(212) 472-5171,303 East 81st Street,10028,40.7746112,-73.95345448
Hubert Gallery,(212) 628-2922,1046 Madison Ave,10075,40.77694751,-73.96187638
Hubert Gallery North,(212) 535-9723,1046 Madison Ave,10021,40.77687206,-73.96193403
Hut Gallery the,(718) 222-9519,84 Hoyt St,11201,40.68807177,-73.98698066
Hutton Leonard Galleries,(212) 751-7373,41 E 57th St,10022,40.7623751,-73.97191597
Hutton Leonard Galleries Facs,(212) 751-7373,41 E 57th St,10022,40.76231286,-73.97196242
Hw Gerst,(212) 288-3400,955 5th Ave,10021,40.77531718,-73.96458036
I & L Image Corp,(212) 627-4649,529 W 20th St,10011,40.74654219,-74.00694992
I C Editions,(212) 647-9111,522 West 24 Street,10011,40.74877351,-74.00516169
I Perry,(212) 925-6704,481 Washington St,10013,40.72561867,-74.00978327
Illustration House Inc,(212) 966-9444,110 W 25th St,10001,40.74424858,-73.99252245
Images Corporate Art Services,(212) 219-8484,400 E 56th St,10022,40.7570848,-73.96308722
Incredibleart.Com Inc,(646) 613-9383,25 Mercer St,10013,40.72091221,-74.00204405
Indians On Columbus,(212) 769-9374,452 Columbus Ave,10024,40.78373479,-73.97464955
Infinity Fine Arts Inc,(212) 645-6880,511 W 25th St,10001,40.7495165,-74.00371025
Inner City Art Gallery Inc,(212) 368-4941,2251 Adam Clayton Powell Jr Blvd,10027,40.8135293,-73.94456809
Innovative Art Gallery Inc,(212) 367-8844,154 W 14th St,10011,40.73816931,-73.99954514
Inter Art Gallery,(212) 647-1811,225 10th Ave,10011,40.74805554,-74.00418891
International Print Center New York,(212) 989-5090,526 W 26th St,10001,40.75004718,-74.00429062
Irit Baniel Studio,(917) 202-2527,582 DRIGGS AVENUE,11211,40.71640453,-73.95735398
Ise Art Foundation,(212) 925-1649,555 Broadway,10012,40.72392227,-73.99864412
Isselbacher Gallery Inc,(212) 472-1766,64 E 86th St,10028,40.78033057,-73.95822258
J Cacciola Galleries,(212) 462-4646,617 W 27th St,10001,40.75206092,-74.00583688
J M Art Gallery,(212) 247-4708,1760 Broadway,10019,40.76582551,-73.98154615
Jadite Galleries,(212) 977-6190,413 W 50th St,10019,40.76396461,-73.98967473
Jain Marunouchi Gallery,(212) 969-9660,24 W 57th St,10019,40.76343013,-73.97565215
James Cohan Gallery,(212) 714-9500,533 W 26th St,10001,40.7503964,-74.0040987
James Graham & Sons Gallery,(212) 535-5767,1014 Madison Ave,10021,40.77588116,-73.96267507
Jane St Lifer Fine Art Inc,(212) 825-2059,140 Riverside Blvd,10069,40.7770141,-73.98862442
Janoray Charles Llc,(212) 472-5679,11 E 76th St,10021,40.77484441,-73.96416054
Japanese Art Dealers Assoc of Ny,(212)222-4688,17 East 76th Street,10021,40.77479192,-73.96394359
Jbpa Llc,(212) 242-5505,65 W 13th St,10011,40.73683276,-73.99677783
Jeff Lewis Studio,(212) 966-7119,9 Desbrosses Street,10013,40.72321298,-74.00896057
Jeffrey Coploff Fine Art Ltd,(212) 741-1149,508 W 26th St,10001,40.74985463,-74.00382219
Jimmy's Art Gallery,(212) 873-3993,166 W 72nd St,10023,40.7781549,-73.98122671
Joan Peck Limited Art Gallery,(212) 427-4900,1 W 67th St,10023,40.77350104,-73.97885635
Joan Whalen Fine Art,(212) 397-9700,24 W. 57th St.,10019,40.76338705,-73.97556494
